name,bigquery_type,description_pt,description_en,description_es,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations_pt,observations_en,observations_es,original_name
route_signing_code,STRING,"Tipo de sinalização da via (interestadual, rodovia federal, estadual, via local)","Route signing of the trafficway (interstate, US highway, state highway, local road)","Tipo de señalización de la vía (interestatal, carretera federal, estatal, vía local)",1987(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",ROUTE
land_use_code,STRING,Classificação rural ou urbana do local do acidente,Rural or urban classification of the crash location,Clasificación rural o urbana del lugar del accidente,2015(1)2024,yes,,,no,Publicada como variável própria a partir de 2015; até 2014 a informação rural/urbana estava embutida em road_function_class_code,Published as its own variable from 2015; through 2014 the rural/urban split was embedded in road_function_class_code,Publicada como variable propia desde 2015; hasta 2014 la información rural/urbana estaba incorporada en road_function_class_code,RUR_URB
road_function_class_code,STRING,"Classe funcional da via, combinando o corte rural/urbano e a função da via","Functional class of the roadway, combining the rural/urban split and the road's function","Clase funcional de la vía, combinando el corte rural/urbano y la función de la vía",1975(1)2014,yes,,,no,"Descontinuada após 2014 e substituída pelo par functional_system_code e land_use_code, cujos códigos não são comparáveis aos desta coluna","Discontinued after 2014 and replaced by the pair functional_system_code and land_use_code, whose codes are not comparable to this column's","Descontinuada después de 2014 y sustituida por el par functional_system_code y land_use_code, cuyos códigos no son comparables con los de esta columna",ROAD_FNC
functional_system_code,STRING,Sistema funcional da via segundo a classificação da Federal Highway Administration,Functional system of the roadway under the Federal Highway Administration classification,Sistema funcional de la vía según la clasificación de la Federal Highway Administration,2015(1)2024,yes,,,no,Sucessora parcial de road_function_class_code a partir de 2015; os conjuntos de códigos são distintos e não devem ser somados entre as duas eras,Partial successor to road_function_class_code from 2015; the code sets are distinct and must not be pooled across the two eras,Sucesora parcial de road_function_class_code desde 2015; los conjuntos de códigos son distintos y no deben sumarse entre las dos eras,FUNC_SYS
road_owner_code,STRING,Entidade proprietária da via,Entity that owns the roadway,Entidad propietaria de la vía,2015(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",RD_OWNER
national_highway_system_code,STRING,Indica se o acidente ocorreu em via do National Highway System,Whether the crash occurred on a National Highway System route,Indica si el accidente ocurrió en una vía del National Highway System,1994(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",NHS
special_jurisdiction_code,STRING,"Jurisdição especial sobre o local do acidente, quando não é a via pública comum","Special jurisdiction over the crash location, where it is not an ordinary public road","Jurisdicción especial sobre el lugar del accidente, cuando no es la vía pública común",1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",SP_JUR
first_harmful_event_code,STRING,"Primeiro evento lesivo do acidente, isto é, o primeiro impacto que produziu dano ou lesão","First harmful event of the crash, that is, the first impact that produced damage or injury","Primer evento lesivo del accidente, es decir, el primer impacto que produjo daño o lesión",1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",HARM_EV
manner_of_collision_code,STRING,Posição relativa dos veículos no primeiro impacto entre veículos em movimento,Orientation of the vehicles in the first collision between vehicles in transport,Posición relativa de los vehículos en el primer impacto entre vehículos en movimiento,1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",MAN_COLL
relation_to_junction_code,STRING,Relação do local do acidente com um entroncamento,Relation of the crash location to a junction,Relación del lugar del accidente con un entronque,1975(1)2024,yes,,,no,Publicada como REL_JUNC até 2009 e como RELJCT2 a partir de 2010; a redefinição dos códigos em 1991 e em 2010 está registrada na tabela dicionario,Published as REL_JUNC through 2009 and as RELJCT2 from 2010; the 1991 and 2010 code redefinitions are recorded in the dicionario table,Publicada como REL_JUNC hasta 2009 y como RELJCT2 desde 2010; la redefinición de los códigos en 1991 y en 2010 está registrada en la tabla dicionario,RELJCT2|REL_JUNC
within_interchange_code,STRING,Indica se o acidente ocorreu dentro da área de um trevo ou entroncamento em desnível,Whether the crash occurred within an interchange area,Indica si el accidente ocurrió dentro del área de un intercambiador,2010(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",RELJCT1
intersection_type_code,STRING,Configuração geométrica do cruzamento onde ocorreu o acidente,Geometric configuration of the intersection where the crash occurred,Configuración geométrica del cruce donde ocurrió el accidente,2010(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",TYP_INT
relation_to_roadway_code,STRING,Posição do acidente em relação à pista de rolamento,Location of the crash relative to the roadway,Posición del accidente en relación con la calzada,1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",REL_ROAD
work_zone_code,STRING,Indica se o acidente ocorreu em zona de obras e de que tipo,"Whether the crash occurred in a work zone, and of what type",Indica si el accidente ocurrió en zona de obras y de qué tipo,1975(1)2024,yes,,,no,"Publicada como C_M_ZONE até 2008 e como WRK_ZONE a partir de 2009, com conjuntos de códigos distintos em cada era","Published as C_M_ZONE through 2008 and as WRK_ZONE from 2009, with distinct code sets in each era","Publicada como C_M_ZONE hasta 2008 y como WRK_ZONE desde 2009, con conjuntos de códigos distintos en cada era",WRK_ZONE|C_M_ZONE
light_condition_code,STRING,Condição de iluminação no momento do acidente,Light condition at the time of the crash,Condición de iluminación en el momento del accidente,1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",LGT_COND
weather_code,STRING,Condição atmosférica predominante no momento do acidente,Prevailing atmospheric condition at the time of the crash,Condición atmosférica predominante en el momento del accidente,1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",WEATHER
school_bus_related_code,STRING,Indica se um ônibus escolar esteve envolvido no acidente,Whether a school bus was involved in the crash,Indica si un autobús escolar estuvo involucrado en el accidente,1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",SCH_BUS
rail_crossing_id,STRING,Identificador do cruzamento ferroviário onde ocorreu o acidente,Identifier of the rail grade crossing where the crash occurred,Identificador del cruce ferroviario donde ocurrió el accidente,1975(1)2024,no,,,no,Número de inventário do cruzamento atribuído pela Federal Railroad Administration; 0000000 indica acidente fora de cruzamento ferroviário,Grade crossing inventory number assigned by the Federal Railroad Administration; 0000000 marks a crash away from a rail crossing,Número de inventario del cruce asignado por la Federal Railroad Administration; 0000000 indica accidente fuera de cruce ferroviario,RAIL
hit_and_run_code,STRING,Indica se houve evasão do local por algum veículo envolvido,Whether any vehicle involved left the scene,Indica si hubo huida del lugar por algún vehículo involucrado,1975(1)2008,yes,,,no,"Registrada no nível do acidente até 2008; a partir de 2009 passou a ser registrada por veículo, na tabela vehicle","Recorded at crash level through 2008; from 2009 it is recorded per vehicle, in the vehicle table","Registrada a nivel del accidente hasta 2008; desde 2009 pasó a registrarse por vehículo, en la tabla vehicle",HIT_RUN
number_of_lanes_code,STRING,"Número de faixas de rolamento da via, em faixas codificadas","Number of travel lanes on the trafficway, in coded bands","Número de carriles de la vía, en bandas codificadas",1975(1)2009,yes,,,no,"Registrada no nível do acidente até 2009; a partir de 2010 passou a ser registrada por veículo, na tabela vehicle","Recorded at crash level through 2009; from 2010 it is recorded per vehicle, in the vehicle table","Registrada a nivel del accidente hasta 2009; desde 2010 pasó a registrarse por vehículo, en la tabla vehicle",NO_LANES
speed_limit,INT64,"Velocidade máxima regulamentada da via, em milhas por hora","Posted speed limit of the trafficway, in miles per hour","Velocidad máxima reglamentada de la vía, en millas por hora",1975(1)2009,no,,mile_per_hour,no,"Códigos de não aplicável e desconhecido (0, 98, 99) foram convertidos em nulo; a partir de 2010 a informação passou a ser registrada por veículo","Not-applicable and unknown codes (0, 98, 99) were converted to null; from 2010 the information is recorded per vehicle","Los códigos de no aplicable y desconocido (0, 98, 99) se convirtieron en nulo; desde 2010 la información pasó a registrarse por vehículo",SP_LIMIT
roadway_alignment_code,STRING,Alinhamento horizontal da via no local do acidente,Horizontal alignment of the roadway at the crash location,Alineación horizontal de la vía en el lugar del accidente,1975(1)2009,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",ALIGNMNT
roadway_profile_code,STRING,Perfil vertical da via no local do acidente,Vertical profile of the roadway at the crash location,Perfil vertical de la vía en el lugar del accidente,1975(1)2009,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",PROFILE
surface_condition_code,STRING,Condição do pavimento no local do acidente,Condition of the road surface at the crash location,Condición del pavimento en el lugar del accidente,1975(1)2009,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",SUR_COND
traffic_control_code,STRING,Dispositivo de controle de tráfego presente no local do acidente,Traffic control device present at the crash location,Dispositivo de control de tráfico presente en el lugar del accidente,1975(1)2009,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",TRA_CONT
traffic_control_functioning_code,STRING,Indica se o dispositivo de controle de tráfego estava em funcionamento,Whether the traffic control device was functioning,Indica si el dispositivo de control de tráfico estaba en funcionamiento,1982(1)2009,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",T_CONT_F
trafficway_flow_code,STRING,Sentido de circulação da via e presença de separação física entre os fluxos,Direction of travel on the trafficway and whether the flows are physically divided,Sentido de circulación de la vía y presencia de separación física entre los flujos,1975(1)2009,yes,,,no,"Publicada como ROAD_FLO (1975-1981), TWAY_FLO (1982-1986) e TRAF_FLO (1987-2009)","Published as ROAD_FLO (1975-1981), TWAY_FLO (1982-1986) and TRAF_FLO (1987-2009)","Publicada como ROAD_FLO (1975-1981), TWAY_FLO (1982-1986) y TRAF_FLO (1987-2009)",TRAF_FLO|TWAY_FLO|ROAD_FLO
vehicle_forms_count,INT64,Número de veículos em movimento envolvidos no acidente,Number of vehicles in transport involved in the crash,Número de vehículos en movimiento involucrados en el accidente,1975(1)2024,no,,vehicle,no,,,,VE_FORMS
vehicles_total_count,INT64,"Número total de veículos envolvidos, incluindo os estacionados","Total number of vehicles involved, including parked ones","Número total de vehículos involucrados, incluidos los estacionados",2005(1)2024,no,,vehicle,no,,,,VE_TOTAL
parked_vehicles_count,INT64,Número de veículos estacionados ou fora de circulação envolvidos no acidente,Number of parked or out-of-transport vehicles involved in the crash,Número de vehículos estacionados o fuera de circulación involucrados en el accidente,2011(1)2024,no,,vehicle,no,,,,PVH_INVL
persons_count,INT64,Número de pessoas em veículos em movimento envolvidas no acidente,Number of people in vehicles in transport involved in the crash,Número de personas en vehículos en movimiento involucradas en el accidente,1975(1)2024,no,,person,no,,,,PERSONS
persons_in_motor_vehicles_count,INT64,Número de ocupantes de veículos automotores em movimento,Number of occupants of motor vehicles in transport,Número de ocupantes de vehículos automotores en movimiento,2011(1)2024,no,,person,no,,,,PERMVIT
persons_outside_motor_vehicles_count,INT64,Número de pessoas envolvidas que não estavam em veículo automotor em movimento,Number of people involved who were not in a motor vehicle in transport,Número de personas involucradas que no estaban en un vehículo automotor en movimiento,2011(1)2024,no,,person,no,,,,PERNOTMVIT
pedestrians_count,INT64,Número de pedestres e outros não ocupantes envolvidos no acidente,Number of pedestrians and other non-occupants involved in the crash,Número de peatones y otros no ocupantes involucrados en el accidente,1991(1)2024,no,,person,no,,,,PEDS
fatalities_count,INT64,Número de mortes decorrentes do acidente,Number of fatalities resulting from the crash,Número de muertes derivadas del accidente,1975(1)2024,no,,person,no,Uma morte entra no FARS quando ocorre em até 30 dias após o acidente; esta é a contagem que define a inclusão do acidente no censo,A death enters FARS when it occurs within 30 days of the crash; this count is what qualifies the crash for the census,Una muerte entra en FARS cuando ocurre dentro de los 30 días posteriores al accidente; este conteo es el que define la inclusión del accidente en el censo,FATALS
drunk_drivers_count,INT64,Número de condutores envolvidos com álcool no organismo segundo a imputação da NHTSA,Number of drivers involved with alcohol in their system under NHTSA's imputation,Número de conductores involucrados con alcohol en el organismo según la imputación de la NHTSA,1975(1)2020,no,,person,no,Descontinuada no arquivo nacional após 2020,Discontinued in the national file after 2020,Descontinuada en el archivo nacional después de 2020,DRUNK_DR
notification_hour,INT64,Hora em que os serviços de emergência foram notificados,Hour at which emergency medical services were notified,Hora en que los servicios de emergencia fueron notificados,1975(1)2024,no,,hour,no,,,,NOT_HOUR
notification_minute,INT64,Minuto em que os serviços de emergência foram notificados,Minute at which emergency medical services were notified,Minuto en que los servicios de emergencia fueron notificados,1975(1)2024,no,,minute,no,,,,NOT_MIN
arrival_hour,INT64,Hora de chegada dos serviços de emergência ao local,Hour at which emergency medical services arrived on scene,Hora de llegada de los servicios de emergencia al lugar,1975(1)2024,no,,hour,no,,,,ARR_HOUR
arrival_minute,INT64,Minuto de chegada dos serviços de emergência ao local,Minute at which emergency medical services arrived on scene,Minuto de llegada de los servicios de emergencia al lugar,1975(1)2024,no,,minute,no,,,,ARR_MIN
hospital_arrival_hour,INT64,Hora de chegada do primeiro ferido ao hospital,Hour at which the first injured person arrived at hospital,Hora de llegada del primer herido al hospital,1987(1)2024,no,,hour,no,,,,HOSP_HR
hospital_arrival_minute,INT64,Minuto de chegada do primeiro ferido ao hospital,Minute at which the first injured person arrived at hospital,Minuto de llegada del primer herido al hospital,1987(1)2024,no,,minute,no,,,,HOSP_MN
