name,bigquery_type,description_pt,description_en,description_es,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations_pt,observations_en,observations_es,original_name
restraint_use_code,STRING,Uso de dispositivo de retenção pela pessoa,Restraint use by the person,Uso de dispositivo de retención por la persona,1975(1)2024,yes,,,no,Publicada como MAN_REST até 1990 e como REST_USE a partir de 1991; o conjunto de códigos foi revisado cinco vezes desde então,Published as MAN_REST through 1990 and as REST_USE from 1991; the code set has been revised five times since,Publicada como MAN_REST hasta 1990 y como REST_USE desde 1991; el conjunto de códigos fue revisado cinco veces desde entonces,REST_USE|MAN_REST
restraint_misuse_code,STRING,Indica uso incorreto do dispositivo de retenção,Whether the restraint was used incorrectly,Indica uso incorrecto del dispositivo de retención,2010(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",REST_MIS
helmet_use_code,STRING,Uso de capacete por ocupante de motocicleta ou ciclista,Helmet use by a motorcyclist or cyclist,Uso de casco por ocupante de motocicleta o ciclista,2019(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",HELM_USE
air_bag_code,STRING,Presença e acionamento de airbag na posição ocupada,Presence and deployment of an air bag at the occupied position,Presencia y activación de airbag en la posición ocupada,1975(1)2024,yes,,,no,"Publicada como AUT_REST (retenção automática) até 1990 e como AIR_BAG a partir de 1991, com conjuntos de códigos distintos","Published as AUT_REST (automatic restraint) through 1990 and as AIR_BAG from 1991, with distinct code sets","Publicada como AUT_REST (retención automática) hasta 1990 y como AIR_BAG desde 1991, con conjuntos de códigos distintos",AIR_BAG|AUT_REST
ejection_code,STRING,Grau de ejeção da pessoa do veículo,Extent to which the person was ejected from the vehicle,Grado de eyección de la persona del vehículo,1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",EJECTION
ejection_path_code,STRING,Abertura pela qual a pessoa foi ejetada,Opening through which the person was ejected,Abertura por la cual la persona fue eyectada,1991(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",EJ_PATH
extrication_code,STRING,Indica se foi necessário desencarcerar a pessoa,Whether the person had to be extricated,Indica si fue necesario desencarcelar a la persona,1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",EXTRICAT
police_reported_alcohol_code,STRING,Envolvimento com álcool segundo o relato policial,Police-reported alcohol involvement,Involucramiento con alcohol según el informe policial,1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",DRINKING
alcohol_test_status_code,STRING,Situação do teste de alcoolemia,Status of the alcohol test,Situación de la prueba de alcoholemia,2009(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",ALC_STATUS
alcohol_test_type_code,STRING,Tipo de teste de alcoolemia aplicado,Type of alcohol test administered,Tipo de prueba de alcoholemia aplicada,1998(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",ATST_TYP
alcohol_test_result_code,STRING,"Resultado do teste de alcoolemia, no código original da fonte","Result of the alcohol test, in the source's original code","Resultado de la prueba de alcoholemia, en el código original de la fuente",1975(1)2024,yes,,,no,"Mantida como código para preservar as sentinelas de teste recusado, não realizado e resultado desconhecido; o valor numérico interpretado está em blood_alcohol_content","Kept as a code so the test-refused, test-not-given and result-unknown sentinels are preserved; the interpreted numeric value is in blood_alcohol_content","Mantenida como código para preservar los centinelas de prueba rechazada, no realizada y resultado desconocido; el valor numérico interpretado está en blood_alcohol_content",ALC_RES|TEST_RES
blood_alcohol_content,FLOAT64,"Concentração de álcool no sangue, em gramas por decilitro","Blood alcohol concentration, in grams per decilitre","Concentración de alcohol en sangre, en gramos por decilitro",1975(1)2024,no,,gram_per_deciliter,no,Derivada de alcohol_test_result_code harmonizando a mudança de escala da fonte: até 2014 o código traz a concentração multiplicada por 100 e as sentinelas ocupam 95-99; a partir de 2015 traz a concentração multiplicada por 1000 e as sentinelas ocupam 995-999. Somente códigos dentro da faixa válida de cada era foram convertidos; todos os demais são nulos,Derived from alcohol_test_result_code by harmonising the source's scale change: through 2014 the code carries the concentration multiplied by 100 with sentinels at 95-99; from 2015 it carries the concentration multiplied by 1000 with sentinels at 995-999. Only codes inside each era's valid band were converted; every other code is null,Derivada de alcohol_test_result_code armonizando el cambio de escala de la fuente: hasta 2014 el código trae la concentración multiplicada por 100 y los centinelas ocupan 95-99; desde 2015 trae la concentración multiplicada por 1000 y los centinelas ocupan 995-999. Solo se convirtieron los códigos dentro de la banda válida de cada era; todos los demás son nulos,
drug_involvement_code,STRING,Envolvimento com drogas segundo o relato policial,Police-reported drug involvement,Involucramiento con drogas según el informe policial,1991(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",DRUGS
drug_test_status_code,STRING,Situação do teste toxicológico,Status of the drug test,Situación de la prueba toxicológica,2009(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",DSTATUS
transported_to_facility_code,STRING,Meio de transporte da pessoa até unidade de saúde,Means by which the person was transported to a medical facility,Medio de transporte de la persona hasta una unidad de salud,1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",HOSPITAL
died_at_scene_code,STRING,Indica se a pessoa chegou morta ou morreu no local,Whether the person was dead on arrival or died at the scene,Indica si la persona llegó muerta o murió en el lugar,2001(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",DOA
death_date,DATE,Data do óbito,Date of death,Fecha del fallecimiento,1975(1)2024,no,,,no,"Derivada de DEATH_MO, DEATH_DA e DEATH_YR; nula para sobreviventes e quando qualquer componente traz código de desconhecido","Derived from DEATH_MO, DEATH_DA and DEATH_YR; null for survivors and where any component carries an unknown code","Derivada de DEATH_MO, DEATH_DA y DEATH_YR; nula para sobrevivientes y cuando cualquier componente trae código de desconocido",
death_hour,INT64,"Hora do óbito, no relógio de 24 horas","Hour of death, on the 24-hour clock","Hora del fallecimiento, en el reloj de 24 horas",1975(1)2024,no,,hour,no,,,,DEATH_HR
death_minute,INT64,Minuto do óbito,Minute of death,Minuto del fallecimiento,1975(1)2024,no,,minute,no,,,,DEATH_MN
survival_hours,INT64,Horas decorridas entre o acidente e o óbito,Hours elapsed between the crash and death,Horas transcurridas entre el accidente y el fallecimiento,1975(1)2024,no,,hour,no,Somada a survival_minutes dá o intervalo até o óbito; o FARS só inclui mortes ocorridas em até 30 dias após o acidente,Together with survival_minutes gives the interval to death; FARS only includes deaths occurring within 30 days of the crash,Sumada a survival_minutes da el intervalo hasta el fallecimiento; el FARS solo incluye muertes ocurridas dentro de los 30 días posteriores al accidente,LAG_HRS
survival_minutes,INT64,"Minutos decorridos, além das horas, entre o acidente e o óbito","Minutes elapsed, beyond the hours, between the crash and death","Minutos transcurridos, además de las horas, entre el accidente y el fallecimiento",1975(1)2024,no,,minute,no,,,,LAG_MINS
work_injury_code,STRING,Indica se a lesão ocorreu no exercício do trabalho,Whether the injury occurred in the course of work,Indica si la lesión ocurrió en el ejercicio del trabajo,1987(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",WORK_INJ
race_code,STRING,"Raça da pessoa falecida, conforme o atestado de óbito","Race of the deceased person, as recorded on the death certificate","Raza de la persona fallecida, según el certificado de defunción",1999(1)2018,yes,,,no,"Preenchida apenas para pessoas falecidas, a partir do atestado de óbito; descontinuada no arquivo person após 2018, quando passou a ser publicada em arquivo próprio","Populated only for deceased people, from the death certificate; discontinued in the person file after 2018, when it moved to a file of its own","Registrada solo para personas fallecidas, a partir del certificado de defunción; descontinuada en el archivo person después de 2018, cuando pasó a publicarse en un archivo propio",RACE
hispanic_origin_code,STRING,"Origem hispânica da pessoa falecida, conforme o atestado de óbito","Hispanic origin of the deceased person, as recorded on the death certificate","Origen hispano de la persona fallecida, según el certificado de defunción",1999(1)2024,yes,,,no,"Preenchida apenas para pessoas falecidas, a partir do atestado de óbito","Populated only for deceased people, from the death certificate","Registrada solo para personas fallecidas, a partir del certificado de defunción",HISPANIC
non_motorist_location_code,STRING,Posição do não ocupante na via no momento do acidente,Location of the non-occupant on the roadway at the time of the crash,Posición del no ocupante en la vía en el momento del accidente,1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",LOCATION
striking_vehicle_number,STRING,Número do veículo que atingiu o não ocupante,Number of the vehicle that struck the non-occupant,Número del vehículo que impactó al no ocupante,2011(1)2024,no,,,no,Referencia vehicle_number dentro do mesmo acidente; 0 indica que nenhum veículo atingiu a pessoa. Não é uma coluna categórica e portanto não é coberta pelo dicionário,References vehicle_number within the same crash; 0 means no vehicle struck the person. It is not a categorical column and so is not covered by the dictionary,Referencia vehicle_number dentro del mismo accidente; 0 indica que ningún vehículo impactó a la persona. No es una columna categórica y por lo tanto no está cubierta por el diccionario,STR_VEH
body_type_code,STRING,Tipo de carroceria do veículo em que a pessoa estava,Body type of the vehicle the person was in,Tipo de carrocería del vehículo en que estaba la persona,1975(1)2024,yes,,,no,Repetida da tabela vehicle para permitir análise no nível da pessoa sem junção,Repeated from the vehicle table so person-level analysis needs no join,Repetida de la tabla vehicle para permitir análisis a nivel de la persona sin unión,BODY_TYP
make_code,STRING,Marca do veículo em que a pessoa estava,Make of the vehicle the person was in,Marca del vehículo en que estaba la persona,1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",MAKE
model_year,INT64,Ano-modelo do veículo em que a pessoa estava,Model year of the vehicle the person was in,Año-modelo del vehículo en que estaba la persona,1975(1)2024,no,,year,no,Códigos de desconhecido e não reportado foram convertidos em nulo,Unknown and not-reported codes were converted to null,Los códigos de desconocido y no reportado se convirtieron en nulo,MOD_YEAR
rollover_code,STRING,Ocorrência e tipo de capotamento do veículo em que a pessoa estava,Occurrence and type of rollover of the vehicle the person was in,Ocurrencia y tipo de vuelco del vehículo en que estaba la persona,1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",ROLLOVER
first_harmful_event_code,STRING,Primeiro evento lesivo do acidente,First harmful event of the crash,Primer evento lesivo del accidente,1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",HARM_EV
manner_of_collision_code,STRING,Posição relativa dos veículos no primeiro impacto,Orientation of the vehicles in the first collision,Posición relativa de los vehículos en el primer impacto,1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",MAN_COLL
school_bus_related_code,STRING,Indica se um ônibus escolar esteve envolvido no acidente,Whether a school bus was involved in the crash,Indica si un autobús escolar estuvo involucrado en el accidente,1975(1)2024,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",SCH_BUS
county_id,STRING,Código FIPS de cinco posições do condado onde ocorreu o acidente,Five-digit FIPS code of the county where the crash occurred,Código FIPS de cinco posiciones del condado donde ocurrió el accidente,1975(1)2024,no,diretorios_us.county:id_county,,no,Construído como estado (2 dígitos) + condado (3 dígitos); nulo quando o código de condado é 0 ou 997-999,Built as state (2 digits) + county (3 digits); null where the county code is 0 or 997-999,Construido como estado (2 dígitos) + condado (3 dígitos); nulo cuando el código de condado es 0 o 997-999,COUNTY
month,INT64,Mês-calendário do acidente,Calendar month of the crash,Mes calendario del accidente,1975(1)2024,no,diretorios_data_tempo.mes:mes,month,no,Atributo do acidente ou do veículo repetido no arquivo de pessoas pela fonte,Crash- or vehicle-level attribute repeated on the person file by the source,Atributo del accidente o del vehículo repetido en el archivo de personas por la fuente,MONTH
day,INT64,Dia do mês em que ocorreu o acidente,Day of the month on which the crash occurred,Día del mes en que ocurrió el accidente,1975(1)2024,no,,day,no,Atributo do acidente ou do veículo repetido no arquivo de pessoas pela fonte,Crash- or vehicle-level attribute repeated on the person file by the source,Atributo del accidente o del vehículo repetido en el archivo de personas por la fuente,DAY
hour,INT64,"Hora do acidente, no relógio de 24 horas","Hour of the crash, on the 24-hour clock","Hora del accidente, en el reloj de 24 horas",1975(1)2024,no,,hour,no,Atributo do acidente ou do veículo repetido no arquivo de pessoas pela fonte,Crash- or vehicle-level attribute repeated on the person file by the source,Atributo del accidente o del vehículo repetido en el archivo de personas por la fuente,HOUR
minute,INT64,Minuto do acidente,Minute of the crash,Minuto del accidente,1975(1)2024,no,,minute,no,Atributo do acidente ou do veículo repetido no arquivo de pessoas pela fonte,Crash- or vehicle-level attribute repeated on the person file by the source,Atributo del accidente o del vehículo repetido en el archivo de personas por la fuente,MINUTE
vehicle_forms_count,INT64,Número de veículos em movimento envolvidos no acidente,Number of vehicles in transport involved in the crash,Número de vehículos en movimiento involucrados en el accidente,1975(1)2024,no,,vehicle,no,Atributo do acidente ou do veículo repetido no arquivo de pessoas pela fonte,Crash- or vehicle-level attribute repeated on the person file by the source,Atributo del accidente o del vehículo repetido en el archivo de personas por la fuente,VE_FORMS
death_month,INT64,Mês do óbito,Month of death,Mes del fallecimiento,1975(1)2024,no,,month,no,Componente bruto de death_date; código de não aplicável convertido em nulo para sobreviventes,Raw component of death_date; the not-applicable code is converted to null for survivors,Componente bruto de death_date; el código de no aplicable se convierte en nulo para sobrevivientes,DEATH_MO
death_day,INT64,Dia do óbito,Day of death,Día del fallecimiento,1975(1)2024,no,,day,no,Componente bruto de death_date,Raw component of death_date,Componente bruto de death_date,DEATH_DA
death_year,INT64,Ano do óbito,Year of death,Año del fallecimiento,1975(1)2024,no,,year,no,Componente bruto de death_date,Raw component of death_date,Componente bruto de death_date,DEATH_YR
death_time_code,STRING,"Hora do óbito no formato HHMM, como publicado pela fonte","Time of death in HHMM form, as published by the source","Hora del fallecimiento en formato HHMM, tal como la publica la fuente",1975(1)2024,yes,,,no,Mantida como código porque a forma HHMM não admite aritmética; death_hour e death_minute trazem os componentes,Kept as a code because the HHMM form does not admit arithmetic; death_hour and death_minute carry the components,Mantenida como código porque la forma HHMM no admite aritmética; death_hour y death_minute traen los componentes,DEATH_TM
alcohol_determination_method_code,STRING,Método pelo qual a polícia determinou o envolvimento com álcool,Method by which police determined alcohol involvement,Método por el cual la policía determinó el involucramiento con alcohol,1987(1)2021,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",ALC_DET
drug_determination_method_code,STRING,Método pelo qual a polícia determinou o envolvimento com drogas,Method by which police determined drug involvement,Método por el cual la policía determinó el involucramiento con drogas,1991(1)2021,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",DRUG_DET
drug_test_type_1_code,STRING,Tipo do primeiro teste toxicológico realizado,Type of the first drug test administered,Tipo de la primera prueba toxicológica realizada,1991(1)2017,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",DRUGTST1|DRUGTEST
drug_test_type_2_code,STRING,Tipo do segundo teste toxicológico realizado,Type of the second drug test administered,Tipo de la segunda prueba toxicológica realizada,1993(1)2017,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",DRUGTST2
drug_test_type_3_code,STRING,Tipo do terceiro teste toxicológico realizado,Type of the third drug test administered,Tipo de la tercera prueba toxicológica realizada,1993(1)2017,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",DRUGTST3
drug_test_result_1_code,STRING,Resultado do primeiro teste toxicológico,Result of the first drug test,Resultado de la primera prueba toxicológica,1991(1)2017,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",DRUGRES1|DRUG_RES
drug_test_result_2_code,STRING,Resultado do segundo teste toxicológico,Result of the second drug test,Resultado de la segunda prueba toxicológica,1993(1)2017,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",DRUGRES2
drug_test_result_3_code,STRING,Resultado do terceiro teste toxicológico,Result of the third drug test,Resultado de la tercera prueba toxicológica,1993(1)2017,yes,,,no,"Coluna codificada; o conjunto de códigos mudou ao longo do tempo, portanto consulte a tabela dicionario pelo par (código, cobertura_temporal)","Coded column; the code set changed over time, so read it against the dicionario table on the (code, temporal coverage) pair","Columna codificada; el conjunto de códigos cambió con el tiempo, por lo que debe leerse en la tabla dicionario por el par (código, cobertura temporal)",DRUGRES3
