name,bigquery_type,description,description_en,description_es,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name
managing_subagency_id,STRING,"Código do escritório, departamento ou subagência dentro da agência gestora; 999 = não aplicável","Code of the bureau, office or sub-agency within the managing agency; 999 = not applicable","Código de la oficina, departamento o subagencia dentro de la agencia gestora; 999 = no aplicable",,yes,,,no,,Managing Sub-agency or Bureau ID
funding_agency_id,STRING,"Código da agência à qual os recursos foram apropriados (para recursos apropriados ao Gabinete Executivo do Presidente, a agência que os empenha)","Code of the agency to which the funds were appropriated (for funds appropriated to the Executive Office of the President, the agency that obligates them)","Código de la agencia a la que se asignaron los fondos (para fondos asignados a la Oficina Ejecutiva del Presidente, la agencia que los obliga)",,yes,,,no,,Funding Agency ID
funding_account_id,STRING,Símbolo de Conta do Tesouro (TAS) da conta de apropriação que financia a transação,Treasury Account Symbol (TAS) of the appropriation account that funds the transaction,Símbolo de Cuenta del Tesoro (TAS) de la cuenta de asignación que financia la transacción,,yes,,,no,,Funding Account ID
implementing_partner_id,STRING,Identificador no ForeignAssistance.gov do parceiro implementador (canal de entrega) que recebeu os recursos,ForeignAssistance.gov identifier of the implementing partner (channel of delivery) that received the funds,Identificador en ForeignAssistance.gov del socio implementador (canal de entrega) que recibió los fondos,,no,,,no,,Implementing Partner ID
implementing_partner_name,STRING,"Nome do parceiro implementador: a agência governamental, empresa, organização ou outra parte que executa a atividade de assistência","Name of the implementing partner: the government agency, firm, organization or other party that carries out the assistance activity","Nombre del socio implementador: la agencia gubernamental, empresa, organización u otra parte que ejecuta la actividad de asistencia",,no,,,no,,Implementing Partner Name
implementing_partner_category_id,STRING,"Código da categoria ampla do canal de entrega do parceiro implementador (governo, ONG, multilateral, empresa etc.)","Code of the broad delivery-channel category of the implementing partner (government, NGO, multilateral, enterprise, etc.)","Código de la categoría amplia del canal de entrega del socio implementador (gobierno, ONG, multilateral, empresa, etc.)",,yes,,,no,,Implementing Partner Category ID
implementing_partner_subcategory_id,STRING,"Código da subcategoria do canal de entrega do parceiro implementador (ex.: ONG - Estados Unidos, ONG - Internacional)","Code of the delivery-channel subcategory of the implementing partner (e.g. NGO - United States, NGO - International)","Código de la subcategoría del canal de entrega del socio implementador (p. ej. ONG - Estados Unidos, ONG - Internacional)",,yes,,,no,,Implementing Partner Sub-category ID
international_category_id,STRING,"Código da categoria setorial internacional do ForeignAssistance.gov (Agricultura, Educação, Saúde e População, Humanitário etc.) que agrega os setores da OCDE/CAD","Code of the ForeignAssistance.gov international sector category (Agriculture, Education, Health and Population, Humanitarian, etc.) that aggregates OECD/DAC sectors","Código de la categoría sectorial internacional de ForeignAssistance.gov (Agricultura, Educación, Salud y Población, Humanitario, etc.) que agrega los sectores de la OCDE/CAD",,yes,,,no,,International Category ID
international_sector_code,STRING,Código setorial de 3 dígitos do Sistema de Notificação do Credor (CRS) da OCDE/CAD (três primeiros dígitos do código de propósito),OECD/DAC Creditor Reporting System 3-digit sector code (the first three digits of the purpose code),Código sectorial de 3 dígitos del Sistema de Notificación del Acreedor (CRS) de la OCDE/CAD (tres primeros dígitos del código de propósito),,yes,,,no,,International Sector Code
international_purpose_code,STRING,Código de propósito de 5 dígitos do CRS da OCDE/CAD da atividade,OECD/DAC Creditor Reporting System 5-digit purpose code of the activity,Código de propósito de 5 dígitos del CRS de la OCDE/CAD de la actividad,,yes,,,no,,International Purpose Code
us_category_id,STRING,Código da categoria de assistência externa do governo dos EUA (primeiro nível da estrutura Standardized Program Structure and Definitions),Code of the U.S. government foreign assistance category (first level of the Standardized Program Structure and Definitions framework),Código de la categoría de asistencia exterior del gobierno de EE. UU. (primer nivel del marco Standardized Program Structure and Definitions),,yes,,,no,,US Category ID
us_sector_id,STRING,Código do setor de assistência externa do governo dos EUA (segundo nível da estrutura),Code of the U.S. government foreign assistance sector (second level of the framework),Código del sector de asistencia exterior del gobierno de EE. UU. (segundo nivel del marco),,yes,,,no,,US Sector ID
objective_id,STRING,"Código do objetivo da assistência no Greenbook: 1 = econômica, 2 = militar","Greenbook assistance objective code: 1 = economic, 2 = military","Código del objetivo de la asistencia en el Greenbook: 1 = económica, 2 = militar",,yes,,,no,,Foreign Assistance Objective ID
aid_type_group_id,STRING,"Código do grupo de tipo de ajuda da OCDE/CAD (apoio orçamentário, contribuições básicas, tipo projeto, assistência técnica, alívio de dívida, custos administrativos, outros)","Code of the OECD/DAC aid type group (budget support, core contributions, project-type, technical assistance, debt relief, administrative costs, other)","Código del grupo de tipo de ayuda de la OCDE/CAD (apoyo presupuestario, contribuciones básicas, tipo proyecto, asistencia técnica, alivio de deuda, costos administrativos, otros)",,yes,,,no,,Aid Type Group ID
aid_type_id,STRING,"Código do tipo de ajuda da OCDE/CAD, nível abaixo do grupo de tipo de ajuda","Code of the OECD/DAC aid type, the level below the aid type group","Código del tipo de ayuda de la OCDE/CAD, nivel inferior al grupo de tipo de ayuda",,yes,,,no,,aid_type_id
activity_id,STRING,"Identificador interno no ForeignAssistance.gov da atividade implementadora (projeto, programa, transferência, contribuição etc.)","ForeignAssistance.gov internal identifier of the implementing activity (project, program, cash transfer, contribution, etc.)","Identificador interno en ForeignAssistance.gov de la actividad implementadora (proyecto, programa, transferencia, contribución, etc.)",,no,,,no,,Activity ID
submission_id,STRING,"Identificador interno da submissão de dados por um departamento, escritório ou programa","Internal identifier of the data submission by a department, bureau, office or program","Identificador interno del envío de datos por un departamento, oficina o programa",,no,,,no,,Submission ID
activity_name,STRING,Nome da atividade de assistência,Name of the assistance activity,Nombre de la actividad de asistencia,,no,,,no,,Activity Name
activity_description,STRING,Descrição da atividade de assistência,Description of the assistance activity,Descripción de la actividad de asistencia,,no,,,no,,Activity Description
activity_project_number,STRING,Número do prêmio ou projeto usado pelo sistema financeiro da agência declarante para acompanhar a atividade,Award or project number used by the reporting agency's financial system to track the activity,Número de adjudicación o proyecto usado por el sistema financiero de la agencia declarante para dar seguimiento a la actividad,,no,,,no,,Activity Project Number
activity_start_date,DATE,Data de início da atividade ou mecanismo implementador,Start date of the implementing activity or mechanism,Fecha de inicio de la actividad o mecanismo implementador,,no,,,no,,Activity Start Date
activity_end_date,DATE,Data de término da atividade ou mecanismo implementador,End date of the implementing activity or mechanism,Fecha de término de la actividad o mecanismo implementador,,no,,,no,,Activity End Date
activity_budget_amount,FLOAT64,"Custo total esperado ou orçamento total da atividade, quando disponível","Total expected cost or budget of the activity, when available","Costo total esperado o presupuesto total de la actividad, cuando está disponible",,no,,USD,no,,activity_budget_amount
current_amount,FLOAT64,Valor em dólares americanos correntes (nominais); valores negativos são desobrigações ou correções,Amount in current (nominal) U.S. dollars; negative values are de-obligations or corrections,Monto en dólares estadounidenses corrientes (nominales); los valores negativos son desobligaciones o correcciones,,no,,USD,no,,Current Dollar Amount / current_amount
constant_amount,FLOAT64,Valor em dólares americanos constantes de 2025 (ajustado pela inflação pelo ForeignAssistance.gov),Amount in constant 2025 U.S. dollars (inflation-adjusted by ForeignAssistance.gov),Monto en dólares estadounidenses constantes de 2025 (ajustado por inflación por ForeignAssistance.gov),,no,,USD,no,,Constant Dollar Amount / constant_amount
