name,bigquery_type,description,description_en,description_es,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name
funding_account_id,STRING,Símbolo de Conta do Tesouro (TAS) da conta de apropriação que financia a transação,Treasury Account Symbol (TAS) of the appropriation account that funds the transaction,Símbolo de Cuenta del Tesoro (TAS) de la cuenta de asignación que financia la transacción,,yes,,,no,,Funding Account ID
international_category_id,STRING,"Código da categoria setorial internacional do ForeignAssistance.gov (Agricultura, Educação, Saúde e População, Humanitário etc.) que agrega os setores da OCDE/CAD","Code of the ForeignAssistance.gov international sector category (Agriculture, Education, Health and Population, Humanitarian, etc.) that aggregates OECD/DAC sectors","Código de la categoría sectorial internacional de ForeignAssistance.gov (Agricultura, Educación, Salud y Población, Humanitario, etc.) que agrega los sectores de la OCDE/CAD",,yes,,,no,,International Category ID
international_sector_code,STRING,Código setorial de 3 dígitos do Sistema de Notificação do Credor (CRS) da OCDE/CAD (três primeiros dígitos do código de propósito),OECD/DAC Creditor Reporting System 3-digit sector code (the first three digits of the purpose code),Código sectorial de 3 dígitos del Sistema de Notificación del Acreedor (CRS) de la OCDE/CAD (tres primeros dígitos del código de propósito),,yes,,,no,,International Sector Code
international_purpose_code,STRING,Código de propósito de 5 dígitos do CRS da OCDE/CAD da atividade,OECD/DAC Creditor Reporting System 5-digit purpose code of the activity,Código de propósito de 5 dígitos del CRS de la OCDE/CAD de la actividad,,yes,,,no,,International Purpose Code
us_category_id,STRING,Código da categoria de assistência externa do governo dos EUA (primeiro nível da estrutura Standardized Program Structure and Definitions),Code of the U.S. government foreign assistance category (first level of the Standardized Program Structure and Definitions framework),Código de la categoría de asistencia exterior del gobierno de EE. UU. (primer nivel del marco Standardized Program Structure and Definitions),,yes,,,no,,US Category ID
us_sector_id,STRING,Código do setor de assistência externa do governo dos EUA (segundo nível da estrutura),Code of the U.S. government foreign assistance sector (second level of the framework),Código del sector de asistencia exterior del gobierno de EE. UU. (segundo nivel del marco),,yes,,,no,,US Sector ID
oco_flag,STRING,"Marcador de Operações de Contingência no Exterior (OCO): 1 quando a linha orçamentária é financiamento OCO, vazio caso contrário","Overseas Contingency Operations flag: 1 when the budget line is OCO funding, empty otherwise","Marcador de Operaciones de Contingencia en el Exterior (OCO): 1 cuando la línea presupuestaria es financiamiento OCO, vacío en caso contrario",,yes,,,no,,OCO Flag
activity_id,STRING,"Identificador interno no ForeignAssistance.gov da atividade implementadora (projeto, programa, transferência, contribuição etc.)","ForeignAssistance.gov internal identifier of the implementing activity (project, program, cash transfer, contribution, etc.)","Identificador interno en ForeignAssistance.gov de la actividad implementadora (proyecto, programa, transferencia, contribución, etc.)",,no,,,no,,Activity ID
activity_name,STRING,Nome da atividade de assistência,Name of the assistance activity,Nombre de la actividad de asistencia,,no,,,no,,Activity Name
activity_description,STRING,Descrição da atividade de assistência,Description of the assistance activity,Descripción de la actividad de asistencia,,no,,,no,,Activity Description
current_amount,FLOAT64,Valor em dólares americanos correntes (nominais); valores negativos são desobrigações ou correções,Amount in current (nominal) U.S. dollars; negative values are de-obligations or corrections,Monto en dólares estadounidenses corrientes (nominales); los valores negativos son desobligaciones o correcciones,,no,,USD,no,,Current Dollar Amount / current_amount
constant_amount,FLOAT64,Valor em dólares americanos constantes de 2025 (ajustado pela inflação pelo ForeignAssistance.gov),Amount in constant 2025 U.S. dollars (inflation-adjusted by ForeignAssistance.gov),Monto en dólares estadounidenses constantes de 2025 (ajustado por inflación por ForeignAssistance.gov),,no,,USD,no,,Constant Dollar Amount / constant_amount
