name,bigquery_type,description,description_en,description_es,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name
jobs_earnings_above_3333,INT64,Número de empregos com rendimento mensal superior a 3.333 dólares,"Number of jobs with earnings greater than 3,333 US dollars per month",Número de empleos con ingresos mensuales superiores a 3.333 dólares,,no,,job,no,,CE03
jobs_naics_11,INT64,"Número de empregos no setor NAICS 11 (Agricultura, silvicultura, pesca e caça)","Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Número de empleos en el sector NAICS 11 (Agricultura, silvicultura, pesca y caza)",,no,,job,no,,CNS01
jobs_naics_21,INT64,Número de empregos no setor NAICS 21 (Indústria extrativa e extração de petróleo e gás),"Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)","Número de empleos en el sector NAICS 21 (Minería, canteras y extracción de petróleo y gas)",,no,,job,no,,CNS02
jobs_naics_22,INT64,Número de empregos no setor NAICS 22 (Utilidades públicas),Number of jobs in NAICS sector 22 (Utilities),Número de empleos en el sector NAICS 22 (Servicios públicos),,no,,job,no,,CNS03
jobs_naics_23,INT64,Número de empregos no setor NAICS 23 (Construção),Number of jobs in NAICS sector 23 (Construction),Número de empleos en el sector NAICS 23 (Construcción),,no,,job,no,,CNS04
jobs_naics_31_33,INT64,Número de empregos no setor NAICS 31-33 (Indústria de transformação),Number of jobs in NAICS sector 31-33 (Manufacturing),Número de empleos en el sector NAICS 31-33 (Manufactura),,no,,job,no,,CNS05
jobs_naics_42,INT64,Número de empregos no setor NAICS 42 (Comércio atacadista),Number of jobs in NAICS sector 42 (Wholesale Trade),Número de empleos en el sector NAICS 42 (Comercio al por mayor),,no,,job,no,,CNS06
jobs_naics_44_45,INT64,Número de empregos no setor NAICS 44-45 (Comércio varejista),Number of jobs in NAICS sector 44-45 (Retail Trade),Número de empleos en el sector NAICS 44-45 (Comercio al por menor),,no,,job,no,,CNS07
jobs_naics_48_49,INT64,Número de empregos no setor NAICS 48-49 (Transporte e armazenagem),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Número de empleos en el sector NAICS 48-49 (Transporte y almacenamiento),,no,,job,no,,CNS08
jobs_naics_51,INT64,Número de empregos no setor NAICS 51 (Informação),Number of jobs in NAICS sector 51 (Information),Número de empleos en el sector NAICS 51 (Información),,no,,job,no,,CNS09
jobs_naics_52,INT64,Número de empregos no setor NAICS 52 (Atividades financeiras e de seguros),Number of jobs in NAICS sector 52 (Finance and Insurance),Número de empleos en el sector NAICS 52 (Finanzas y seguros),,no,,job,no,,CNS10
jobs_naics_53,INT64,Número de empregos no setor NAICS 53 (Atividades imobiliárias e de aluguel),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),Número de empleos en el sector NAICS 53 (Actividades inmobiliarias y de alquiler),,no,,job,no,,CNS11
jobs_naics_54,INT64,"Número de empregos no setor NAICS 54 (Serviços profissionais, científicos e técnicos)","Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)","Número de empleos en el sector NAICS 54 (Servicios profesionales, científicos y técnicos)",,no,,job,no,,CNS12
jobs_naics_55,INT64,Número de empregos no setor NAICS 55 (Gestão de empresas e empreendimentos),Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Número de empleos en el sector NAICS 55 (Gestión de empresas y sociedades),,no,,job,no,,CNS13
jobs_naics_56,INT64,"Número de empregos no setor NAICS 56 (Serviços administrativos, de apoio e de gestão de resíduos)",Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),"Número de empleos en el sector NAICS 56 (Servicios administrativos, de apoyo y de gestión de residuos)",,no,,job,no,,CNS14
jobs_naics_61,INT64,Número de empregos no setor NAICS 61 (Serviços educacionais),Number of jobs in NAICS sector 61 (Educational Services),Número de empleos en el sector NAICS 61 (Servicios educativos),,no,,job,no,,CNS15
jobs_naics_62,INT64,Número de empregos no setor NAICS 62 (Saúde e assistência social),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),Número de empleos en el sector NAICS 62 (Atención de la salud y asistencia social),,no,,job,no,,CNS16
jobs_naics_71,INT64,"Número de empregos no setor NAICS 71 (Artes, entretenimento e recreação)","Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)","Número de empleos en el sector NAICS 71 (Artes, entretenimiento y recreación)",,no,,job,no,,CNS17
jobs_naics_72,INT64,Número de empregos no setor NAICS 72 (Alojamento e alimentação),Number of jobs in NAICS sector 72 (Accommodation and Food Services),Número de empleos en el sector NAICS 72 (Alojamiento y servicios de comida),,no,,job,no,,CNS18
jobs_naics_81,INT64,"Número de empregos no setor NAICS 81 (Outros serviços, exceto administração pública)",Number of jobs in NAICS sector 81 (Other Services (except Public Administration)),"Número de empleos en el sector NAICS 81 (Otros servicios, excepto administración pública)",,no,,job,no,,CNS19
jobs_naics_92,INT64,Número de empregos no setor NAICS 92 (Administração pública),Number of jobs in NAICS sector 92 (Public Administration),Número de empleos en el sector NAICS 92 (Administración pública),,no,,job,no,,CNS20
jobs_race_white,INT64,"Número de empregos de trabalhadores de raça branca, isoladamente","Number of jobs for workers with race White, Alone","Número de empleos de trabajadores de raza blanca, sola",,no,,job,no,Disponível apenas para os anos de referência de 2009 em diante; zero nos anos anteriores. | Available only for data years 2009 onward; zero in earlier years. | Disponible solo para los años de referencia desde 2009; cero en los años anteriores.,CR01
jobs_race_black,INT64,"Número de empregos de trabalhadores negros ou afro-americanos, isoladamente","Number of jobs for workers with race Black or African American, Alone","Número de empleos de trabajadores negros o afroamericanos, solos",,no,,job,no,Disponível apenas para os anos de referência de 2009 em diante; zero nos anos anteriores. | Available only for data years 2009 onward; zero in earlier years. | Disponible solo para los años de referencia desde 2009; cero en los años anteriores.,CR02
jobs_race_american_indian_alaska_native,INT64,"Número de empregos de trabalhadores indígenas americanos ou nativos do Alasca, isoladamente","Number of jobs for workers with race American Indian or Alaska Native, Alone","Número de empleos de trabajadores indígenas americanos o nativos de Alaska, solos",,no,,job,no,Disponível apenas para os anos de referência de 2009 em diante; zero nos anos anteriores. | Available only for data years 2009 onward; zero in earlier years. | Disponible solo para los años de referencia desde 2009; cero en los años anteriores.,CR03
jobs_race_asian,INT64,"Número de empregos de trabalhadores asiáticos, isoladamente","Number of jobs for workers with race Asian, Alone","Número de empleos de trabajadores asiáticos, solos",,no,,job,no,Disponível apenas para os anos de referência de 2009 em diante; zero nos anos anteriores. | Available only for data years 2009 onward; zero in earlier years. | Disponible solo para los años de referencia desde 2009; cero en los años anteriores.,CR04
jobs_race_native_hawaiian_pacific_islander,INT64,"Número de empregos de trabalhadores nativos do Havaí ou de outras ilhas do Pacífico, isoladamente","Number of jobs for workers with race Native Hawaiian or Other Pacific Islander, Alone","Número de empleos de trabajadores nativos de Hawái u otras islas del Pacífico, solos",,no,,job,no,Disponível apenas para os anos de referência de 2009 em diante; zero nos anos anteriores. | Available only for data years 2009 onward; zero in earlier years. | Disponible solo para los años de referencia desde 2009; cero en los años anteriores.,CR05
jobs_race_two_or_more,INT64,Número de empregos de trabalhadores de dois ou mais grupos raciais,Number of jobs for workers with two or more race groups,Número de empleos de trabajadores de dos o más grupos raciales,,no,,job,no,Disponível apenas para os anos de referência de 2009 em diante; zero nos anos anteriores. | Available only for data years 2009 onward; zero in earlier years. | Disponible solo para los años de referencia desde 2009; cero en los años anteriores.,CR07
jobs_ethnicity_not_hispanic,INT64,Número de empregos de trabalhadores não hispânicos ou latinos,Number of jobs for workers with ethnicity Not Hispanic or Latino,Número de empleos de trabajadores no hispanos o latinos,,no,,job,no,Disponível apenas para os anos de referência de 2009 em diante; zero nos anos anteriores. | Available only for data years 2009 onward; zero in earlier years. | Disponible solo para los años de referencia desde 2009; cero en los años anteriores.,CT01
jobs_ethnicity_hispanic,INT64,Número de empregos de trabalhadores hispânicos ou latinos,Number of jobs for workers with ethnicity Hispanic or Latino,Número de empleos de trabajadores hispanos o latinos,,no,,job,no,Disponível apenas para os anos de referência de 2009 em diante; zero nos anos anteriores. | Available only for data years 2009 onward; zero in earlier years. | Disponible solo para los años de referencia desde 2009; cero en los años anteriores.,CT02
jobs_education_less_than_high_school,INT64,Número de empregos de trabalhadores sem ensino médio completo,Number of jobs for workers with educational attainment less than high school,Número de empleos de trabajadores sin educación secundaria completa,,no,,job,no,Disponível apenas para os anos de referência de 2009 em diante e restrito a trabalhadores de 30 anos ou mais; zero nos demais casos. | Available only for data years 2009 onward and restricted to workers aged 30 and over; zero otherwise. | Disponible solo desde 2009 y restringido a trabajadores de 30 años o más; cero en los demás casos.,CD01
jobs_education_high_school,INT64,Número de empregos de trabalhadores com ensino médio completo e sem ensino superior,"Number of jobs for workers with educational attainment high school or equivalent, no college",Número de empleos de trabajadores con secundaria completa y sin estudios superiores,,no,,job,no,Disponível apenas para os anos de referência de 2009 em diante e restrito a trabalhadores de 30 anos ou mais; zero nos demais casos. | Available only for data years 2009 onward and restricted to workers aged 30 and over; zero otherwise. | Disponible solo desde 2009 y restringido a trabajadores de 30 años o más; cero en los demás casos.,CD02
jobs_education_some_college,INT64,Número de empregos de trabalhadores com ensino superior incompleto ou curso de nível associado,Number of jobs for workers with educational attainment some college or Associate degree,Número de empleos de trabajadores con estudios superiores incompletos o título de nivel asociado,,no,,job,no,Disponível apenas para os anos de referência de 2009 em diante e restrito a trabalhadores de 30 anos ou mais; zero nos demais casos. | Available only for data years 2009 onward and restricted to workers aged 30 and over; zero otherwise. | Disponible solo desde 2009 y restringido a trabajadores de 30 años o más; cero en los demás casos.,CD03
jobs_education_bachelors_or_higher,INT64,Número de empregos de trabalhadores com bacharelado ou pós-graduação,Number of jobs for workers with educational attainment Bachelor's degree or advanced degree,Número de empleos de trabajadores con licenciatura o posgrado,,no,,job,no,Disponível apenas para os anos de referência de 2009 em diante e restrito a trabalhadores de 30 anos ou mais; zero nos demais casos. | Available only for data years 2009 onward and restricted to workers aged 30 and over; zero otherwise. | Disponible solo desde 2009 y restringido a trabajadores de 30 años o más; cero en los demás casos.,CD04
jobs_sex_male,INT64,Número de empregos de trabalhadores do sexo masculino,Number of jobs for male workers,Número de empleos de trabajadores de sexo masculino,,no,,job,no,Disponível apenas para os anos de referência de 2009 em diante; zero nos anos anteriores. | Available only for data years 2009 onward; zero in earlier years. | Disponible solo para los años de referencia desde 2009; cero en los años anteriores.,CS01
jobs_sex_female,INT64,Número de empregos de trabalhadoras do sexo feminino,Number of jobs for female workers,Número de empleos de trabajadoras de sexo femenino,,no,,job,no,Disponível apenas para os anos de referência de 2009 em diante; zero nos anos anteriores. | Available only for data years 2009 onward; zero in earlier years. | Disponible solo para los años de referencia desde 2009; cero en los años anteriores.,CS02
date_created,DATE,Data de criação do arquivo de origem pelo Census Bureau,Date on which the source file was created by the Census Bureau,Fecha de creación del archivo de origen por el Census Bureau,,no,,,no,"Marca um ponto do processamento interno do Census Bureau, e não a data de divulgação (data vintage) da versão do LODES. | Marks a point in the Census Bureau's internal processing, not the release date (data vintage) of the LODES version. | Marca un punto del procesamiento interno del Census Bureau, no la fecha de publicación de la versión de LODES.",createdate
