name,bigquery_type,description,description_en,description_es,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name
primary_place_of_performance_zip_4,STRING,CEP do local de execução no formato ZIP+4,ZIP+4 code of the primary place of performance,Código postal del lugar de ejecución en formato ZIP+4,,no,,,no,,primary_place_of_performance_zip_4
prime_award_transaction_place_of_performance_cd_original,STRING,Distrito eleitoral do local de execução na delimitação vigente na data da ação,Congressional district of the place of performance under the districting in force on the action date,Distrito electoral del lugar de ejecución según la delimitación vigente en la fecha de la acción,,no,,,no,,prime_award_transaction_place_of_performance_cd_original
prime_award_transaction_place_of_performance_cd_current,STRING,Distrito eleitoral do local de execução na delimitação vigente atualmente,Congressional district of the place of performance under the current districting,Distrito electoral del lugar de ejecución según la delimitación vigente actualmente,,no,,,no,,prime_award_transaction_place_of_performance_cd_current
primary_place_of_performance_foreign_location,STRING,Descrição do local estrangeiro de execução,Description of the foreign primary place of performance,Descripción del lugar extranjero de ejecución,,no,,,no,,primary_place_of_performance_foreign_location
cfda_number,STRING,Número do programa federal de assistência no catálogo CFDA (Assistance Listings),Number of the federal assistance program in the CFDA catalog (Assistance Listings),Número del programa federal de asistencia en el catálogo CFDA (Assistance Listings),,no,,,no,,cfda_number
cfda_title,STRING,Título do programa federal de assistência no catálogo CFDA (Assistance Listings),Title of the federal assistance program in the CFDA catalog (Assistance Listings),Título del programa federal de asistencia en el catálogo CFDA (Assistance Listings),,no,,,no,,cfda_title
funding_opportunity_number,STRING,Número do edital de chamamento que originou o auxílio,Number of the funding opportunity announcement that originated the award,Número de la convocatoria que originó la ayuda,,no,,,no,,funding_opportunity_number
funding_opportunity_goals_text,STRING,Texto descritivo dos objetivos do edital de chamamento,Text describing the goals of the funding opportunity announcement,Texto descriptivo de los objetivos de la convocatoria,,no,,,no,,funding_opportunity_goals_text
assistance_type_code,STRING,Código de tipo de assistência financeira concedida,Code for type of financial assistance awarded,Código de tipo de asistencia financiera concedida,,yes,,,no,,assistance_type_code
assistance_type_description,STRING,Descrição de tipo de assistência financeira concedida,Description of type of financial assistance awarded,Descripción de tipo de asistencia financiera concedida,,no,,,no,,assistance_type_description
transaction_description,STRING,Descrição do objeto desta transação,Description of the purpose of this transaction,Descripción del objeto de esta transacción,,no,,,no,,transaction_description
prime_award_base_transaction_description,STRING,Descrição do objeto da transação inicial do auxílio ou contrato,Description of the purpose of the award's base transaction,Descripción del objeto de la transacción inicial de la ayuda o contrato,,no,,,no,,prime_award_base_transaction_description
business_funds_indicator_code,STRING,Código de origem dos recursos quanto ao Recovery Act,Code for whether the funds come from the Recovery Act,Código de origen de los recursos respecto a la Recovery Act,,yes,,,no,,business_funds_indicator_code
business_funds_indicator_description,STRING,Descrição de origem dos recursos quanto ao Recovery Act,Description of whether the funds come from the Recovery Act,Descripción de origen de los recursos respecto a la Recovery Act,,no,,,no,,business_funds_indicator_description
business_types_code,STRING,Código de tipo de organização do beneficiário da assistência,Code for organization type of the assistance recipient,Código de tipo de organización del beneficiario de la asistencia,,yes,,,no,,business_types_code
business_types_description,STRING,Descrição de tipo de organização do beneficiário da assistência,Description of organization type of the assistance recipient,Descripción de tipo de organización del beneficiario de la asistencia,,no,,,no,,business_types_description
correction_delete_indicator_code,STRING,Código de situação do registro quanto a correção ou exclusão,Code for status of the record with respect to correction or deletion,Código de situación del registro respecto a corrección o eliminación,,yes,,,no,,correction_delete_indicator_code
correction_delete_indicator_description,STRING,Descrição de situação do registro quanto a correção ou exclusão,Description of status of the record with respect to correction or deletion,Descripción de situación del registro respecto a corrección o eliminación,,no,,,no,,correction_delete_indicator_description
action_type_code,STRING,Código de tipo de ação registrada na transação,Code for type of action recorded by the transaction,Código de tipo de acción registrada en la transacción,,yes,,,no,,action_type_code
action_type_description,STRING,Descrição de tipo de ação registrada na transação,Description of type of action recorded by the transaction,Descripción de tipo de acción registrada en la transacción,,no,,,no,,action_type_description
record_type_code,STRING,Código de natureza agregada ou individual do registro,Code for whether the record is aggregate or individual,Código de naturaleza agregada o individual del registro,,yes,,,no,,record_type_code
record_type_description,STRING,Descrição de natureza agregada ou individual do registro,Description of whether the record is aggregate or individual,Descripción de naturaleza agregada o individual del registro,,no,,,no,,record_type_description
highly_compensated_officer_1_name,STRING,"Nome do 1º dirigente mais bem remunerado do beneficiário, divulgado nos termos da FFATA","Name of the recipient's 1st most highly compensated officer, disclosed under FFATA","Nombre del 1º directivo mejor remunerado del beneficiario, divulgado conforme a la FFATA",,no,,,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_1_name
highly_compensated_officer_1_amount,FLOAT64,"Remuneração anual do 1º dirigente mais bem remunerado do beneficiário, divulgada nos termos da FFATA","Annual compensation of the recipient's 1st most highly compensated officer, disclosed under FFATA","Remuneración anual del 1º directivo mejor remunerado del beneficiario, divulgada conforme a la FFATA",,no,,USD,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_1_amount
highly_compensated_officer_2_name,STRING,"Nome do 2º dirigente mais bem remunerado do beneficiário, divulgado nos termos da FFATA","Name of the recipient's 2nd most highly compensated officer, disclosed under FFATA","Nombre del 2º directivo mejor remunerado del beneficiario, divulgado conforme a la FFATA",,no,,,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_2_name
highly_compensated_officer_2_amount,FLOAT64,"Remuneração anual do 2º dirigente mais bem remunerado do beneficiário, divulgada nos termos da FFATA","Annual compensation of the recipient's 2nd most highly compensated officer, disclosed under FFATA","Remuneración anual del 2º directivo mejor remunerado del beneficiario, divulgada conforme a la FFATA",,no,,USD,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_2_amount
highly_compensated_officer_3_name,STRING,"Nome do 3º dirigente mais bem remunerado do beneficiário, divulgado nos termos da FFATA","Name of the recipient's 3rd most highly compensated officer, disclosed under FFATA","Nombre del 3º directivo mejor remunerado del beneficiario, divulgado conforme a la FFATA",,no,,,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_3_name
highly_compensated_officer_3_amount,FLOAT64,"Remuneração anual do 3º dirigente mais bem remunerado do beneficiário, divulgada nos termos da FFATA","Annual compensation of the recipient's 3rd most highly compensated officer, disclosed under FFATA","Remuneración anual del 3º directivo mejor remunerado del beneficiario, divulgada conforme a la FFATA",,no,,USD,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_3_amount
highly_compensated_officer_4_name,STRING,"Nome do 4º dirigente mais bem remunerado do beneficiário, divulgado nos termos da FFATA","Name of the recipient's 4th most highly compensated officer, disclosed under FFATA","Nombre del 4º directivo mejor remunerado del beneficiario, divulgado conforme a la FFATA",,no,,,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_4_name
highly_compensated_officer_4_amount,FLOAT64,"Remuneração anual do 4º dirigente mais bem remunerado do beneficiário, divulgada nos termos da FFATA","Annual compensation of the recipient's 4th most highly compensated officer, disclosed under FFATA","Remuneración anual del 4º directivo mejor remunerado del beneficiario, divulgada conforme a la FFATA",,no,,USD,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_4_amount
highly_compensated_officer_5_name,STRING,"Nome do 5º dirigente mais bem remunerado do beneficiário, divulgado nos termos da FFATA","Name of the recipient's 5th most highly compensated officer, disclosed under FFATA","Nombre del 5º directivo mejor remunerado del beneficiario, divulgado conforme a la FFATA",,no,,,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_5_name
highly_compensated_officer_5_amount,FLOAT64,"Remuneração anual do 5º dirigente mais bem remunerado do beneficiário, divulgada nos termos da FFATA","Annual compensation of the recipient's 5th most highly compensated officer, disclosed under FFATA","Remuneración anual del 5º directivo mejor remunerado del beneficiario, divulgada conforme a la FFATA",,no,,USD,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_5_amount
usaspending_permalink,STRING,Endereço permanente da página do auxílio ou contrato no USAspending.gov,Permanent link to the award page on USAspending.gov,Dirección permanente de la página de la ayuda o contrato en USAspending.gov,,no,,,no,Endereço construído pela fonte a partir da chave única do auxílio ou contrato,usaspending_permalink
initial_report_date,TIMESTAMP,Data e hora do primeiro envio do registro ao sistema de origem,Date and time the record was first submitted to the source system,Fecha y hora del primer envío del registro al sistema de origen,,no,,,no,,initial_report_date
last_modified_date,TIMESTAMP,Data e hora da última modificação do registro no sistema de origem,Date and time the record was last modified in the source system,Fecha y hora de la última modificación del registro en el sistema de origen,,no,,,no,,last_modified_date
