fiscal_year,source_file,source_column,canonical_column,disposition
2009,perm_2009.xlsx,WAGE OFFER FROM 9089,wage_offered_from,mapped
2009,perm_2009.xlsx,WAGE OFFER TO 9089,wage_offered_to,mapped
2009,perm_2009.xlsx,WAGE OFFER UNIT OF PAY 9089,wage_unit_of_pay,mapped
2009,perm_2009.xlsx,,worksite_address,absent this year
2009,perm_2009.xlsx,JOB INFO WORK CITY,worksite_city,mapped
2009,perm_2009.xlsx,,worksite_county,absent this year
2009,perm_2009.xlsx,,worksite_postal_code,absent this year
2009,perm_2009.xlsx,JOB INFO WORK STATE,worksite_state,mapped
2009,perm_2009.xlsx,2007 NAICS US TITLE,,dropped: NAICS title (code is kept)
2009,perm_2009.xlsx,EMPLOYER ADDRESS_2,,dropped: secondary worksite/wage block (primary worksite only)
2010,perm_2010.xlsx,,agent_representing_employer,absent this year
2010,perm_2010.xlsx,APPLICATION_TYPE,application_type,mapped
2010,perm_2010.xlsx,,attorney_law_firm_name,absent this year
2010,perm_2010.xlsx,CASE_NO,case_number,mapped
2010,perm_2010.xlsx,CASE_STATUS,case_status,mapped
2010,perm_2010.xlsx,CLASS_OF_ADMISSION,class_of_admission,mapped
2010,perm_2010.xlsx,COUNTRY_OF_CITZENSHIP,country_of_citizenship,mapped
2010,perm_2010.xlsx,DECISION_DATE,decision_date,mapped
2010,perm_2010.xlsx,EMPLOYER_ADDRESS_1,employer_address,mapped
2010,perm_2010.xlsx,EMPLOYER_CITY,employer_city,mapped
2010,perm_2010.xlsx,,employer_country,absent this year
2010,perm_2010.xlsx,EMPLOYER_NAME,employer_name,mapped
2010,perm_2010.xlsx,,employer_num_employees,absent this year
2010,perm_2010.xlsx,EMPLOYER_POSTAL_CODE,employer_postal_code,mapped
2010,perm_2010.xlsx,EMPLOYER_STATE,employer_state,mapped
2010,perm_2010.xlsx,,employer_trade_name,absent this year
2010,perm_2010.xlsx,,employer_year_commenced_business,absent this year
2010,perm_2010.xlsx,,foreign_worker_birth_country,absent this year
2010,perm_2010.xlsx,,foreign_worker_education,absent this year
2010,perm_2010.xlsx,,full_time_position,absent this year
2010,perm_2010.xlsx,,is_multiple_worksites,absent this year
2010,perm_2010.xlsx,PW_JOB_TITLE_9089,job_title,mapped
2010,perm_2010.xlsx,,major_field_of_study,absent this year
2010,perm_2010.xlsx,,minimum_education,absent this year
2010,perm_2010.xlsx,2007_NAICS_US_CODE,naics_id,mapped
2010,perm_2010.xlsx,PW_AMOUNT_9089,prevailing_wage,mapped
2010,perm_2010.xlsx,,prevailing_wage_determination_date,absent this year
2010,perm_2010.xlsx,,prevailing_wage_expiration_date,absent this year
2010,perm_2010.xlsx,PW_LEVEL_9089,prevailing_wage_level,mapped
2010,perm_2010.xlsx,PW_SOURCE_NAME_9089,prevailing_wage_source,mapped
2010,perm_2010.xlsx,,prevailing_wage_tracking_number,absent this year
2010,perm_2010.xlsx,PW_UNIT_OF_PAY_9089,prevailing_wage_unit_of_pay,mapped
2010,perm_2010.xlsx,,received_date,absent this year
2010,perm_2010.xlsx,,refile,absent this year
2010,perm_2010.xlsx,,required_experience,absent this year
2010,perm_2010.xlsx,,required_experience_months,absent this year
2010,perm_2010.xlsx,,schedule_a_sheepherder,absent this year
2010,perm_2010.xlsx,PW_SOC_CODE,soc_id,mapped
2010,perm_2010.xlsx,PW_SOC_TITLE,soc_title,mapped
2010,perm_2010.xlsx,US_ECONOMIC_SECTOR,us_economic_sector,mapped
2010,perm_2010.xlsx,WAGE_OFFER_FROM_9089,wage_offered_from,mapped
2010,perm_2010.xlsx,WAGE_OFFER_TO_9089,wage_offered_to,mapped
2010,perm_2010.xlsx,WAGE_OFFER_UNIT_OF_PAY_9089,wage_unit_of_pay,mapped
2010,perm_2010.xlsx,,worksite_address,absent this year
2010,perm_2010.xlsx,JOB_INFO_WORK_CITY,worksite_city,mapped
2010,perm_2010.xlsx,,worksite_county,absent this year
2010,perm_2010.xlsx,,worksite_postal_code,absent this year
2010,perm_2010.xlsx,JOB_INFO_WORK_STATE,worksite_state,mapped
2010,perm_2010.xlsx,2007_NAICS_US_TITLE,,dropped: NAICS title (code is kept)
2010,perm_2010.xlsx,EMPLOYER_ADDRESS_2,,dropped: secondary worksite/wage block (primary worksite only)
2011,perm_2011.xlsx,,agent_representing_employer,absent this year
2011,perm_2011.xlsx,APPLICATION_TYPE,application_type,mapped
2011,perm_2011.xlsx,,attorney_law_firm_name,absent this year
2011,perm_2011.xlsx,CASE_NO,case_number,mapped
2011,perm_2011.xlsx,CASE_STATUS,case_status,mapped
2011,perm_2011.xlsx,CLASS_OF_ADMISSION,class_of_admission,mapped
2011,perm_2011.xlsx,COUNTRY_OF_CITZENSHIP,country_of_citizenship,mapped
2011,perm_2011.xlsx,DECISION_DATE,decision_date,mapped
2011,perm_2011.xlsx,EMPLOYER_ADDRESS_1,employer_address,mapped
2011,perm_2011.xlsx,EMPLOYER_CITY,employer_city,mapped
2011,perm_2011.xlsx,,employer_country,absent this year
2011,perm_2011.xlsx,EMPLOYER_NAME,employer_name,mapped
2011,perm_2011.xlsx,,employer_num_employees,absent this year
2011,perm_2011.xlsx,EMPLOYER_POSTAL_CODE,employer_postal_code,mapped
2011,perm_2011.xlsx,EMPLOYER_STATE,employer_state,mapped
2011,perm_2011.xlsx,,employer_trade_name,absent this year
2011,perm_2011.xlsx,,employer_year_commenced_business,absent this year
2011,perm_2011.xlsx,,foreign_worker_birth_country,absent this year
2011,perm_2011.xlsx,,foreign_worker_education,absent this year
2011,perm_2011.xlsx,,full_time_position,absent this year
2011,perm_2011.xlsx,,is_multiple_worksites,absent this year
2011,perm_2011.xlsx,PW_JOB_TITLE_9089,job_title,mapped
2011,perm_2011.xlsx,,major_field_of_study,absent this year
2011,perm_2011.xlsx,,minimum_education,absent this year
2011,perm_2011.xlsx,2007_NAICS_US_CODE,naics_id,mapped
2011,perm_2011.xlsx,PW_AMOUNT_9089,prevailing_wage,mapped
2011,perm_2011.xlsx,,prevailing_wage_determination_date,absent this year
2011,perm_2011.xlsx,,prevailing_wage_expiration_date,absent this year
2011,perm_2011.xlsx,PW_LEVEL_9089,prevailing_wage_level,mapped
2011,perm_2011.xlsx,PW_SOURCE_NAME_9089,prevailing_wage_source,mapped
2011,perm_2011.xlsx,,prevailing_wage_tracking_number,absent this year
2011,perm_2011.xlsx,PW_UNIT_OF_PAY_9089,prevailing_wage_unit_of_pay,mapped
2011,perm_2011.xlsx,,received_date,absent this year
2011,perm_2011.xlsx,,refile,absent this year
2011,perm_2011.xlsx,,required_experience,absent this year
2011,perm_2011.xlsx,,required_experience_months,absent this year
2011,perm_2011.xlsx,,schedule_a_sheepherder,absent this year
2011,perm_2011.xlsx,PW_SOC_CODE,soc_id,mapped
2011,perm_2011.xlsx,PW_SOC_TITLE,soc_title,mapped
2011,perm_2011.xlsx,US_ECONOMIC_SECTOR,us_economic_sector,mapped
2011,perm_2011.xlsx,WAGE_OFFER_FROM_9089,wage_offered_from,mapped
2011,perm_2011.xlsx,WAGE_OFFER_TO_9089,wage_offered_to,mapped
2011,perm_2011.xlsx,WAGE_OFFER_UNIT_OF_PAY_9089,wage_unit_of_pay,mapped
2011,perm_2011.xlsx,,worksite_address,absent this year
2011,perm_2011.xlsx,JOB_INFO_WORK_CITY,worksite_city,mapped
2011,perm_2011.xlsx,,worksite_county,absent this year
2011,perm_2011.xlsx,,worksite_postal_code,absent this year
2011,perm_2011.xlsx,JOB_INFO_WORK_STATE,worksite_state,mapped
2011,perm_2011.xlsx,2007_NAICS_US_TITLE,,dropped: NAICS title (code is kept)
2011,perm_2011.xlsx,EMPLOYER_ADDRESS_2,,dropped: secondary worksite/wage block (primary worksite only)
2012,perm_2012.xlsx,,agent_representing_employer,absent this year
2012,perm_2012.xlsx,APPLICATION_TYPE,application_type,mapped
2012,perm_2012.xlsx,,attorney_law_firm_name,absent this year
2012,perm_2012.xlsx,CASE_NO,case_number,mapped
2012,perm_2012.xlsx,CASE_STATUS,case_status,mapped
2012,perm_2012.xlsx,CLASS_OF_ADMISSION,class_of_admission,mapped
2012,perm_2012.xlsx,COUNTRY_OF_CITZENSHIP,country_of_citizenship,mapped
2012,perm_2012.xlsx,DECISION_DATE,decision_date,mapped
2012,perm_2012.xlsx,EMPLOYER_ADDRESS_1,employer_address,mapped
2012,perm_2012.xlsx,EMPLOYER_CITY,employer_city,mapped
2012,perm_2012.xlsx,,employer_country,absent this year
2012,perm_2012.xlsx,EMPLOYER_NAME,employer_name,mapped
2012,perm_2012.xlsx,,employer_num_employees,absent this year
2012,perm_2012.xlsx,EMPLOYER_POSTAL_CODE,employer_postal_code,mapped
2012,perm_2012.xlsx,EMPLOYER_STATE,employer_state,mapped
2012,perm_2012.xlsx,,employer_trade_name,absent this year
2012,perm_2012.xlsx,,employer_year_commenced_business,absent this year
2012,perm_2012.xlsx,,foreign_worker_birth_country,absent this year
2012,perm_2012.xlsx,,foreign_worker_education,absent this year
2012,perm_2012.xlsx,,full_time_position,absent this year
2012,perm_2012.xlsx,,is_multiple_worksites,absent this year
2012,perm_2012.xlsx,PW_JOB_TITLE_9089,job_title,mapped
2012,perm_2012.xlsx,,major_field_of_study,absent this year
2012,perm_2012.xlsx,,minimum_education,absent this year
2012,perm_2012.xlsx,2007_NAICS_US_CODE,naics_id,mapped
2012,perm_2012.xlsx,PW_AMOUNT_9089,prevailing_wage,mapped
2012,perm_2012.xlsx,,prevailing_wage_determination_date,absent this year
2012,perm_2012.xlsx,,prevailing_wage_expiration_date,absent this year
2012,perm_2012.xlsx,PW_LEVEL_9089,prevailing_wage_level,mapped
2012,perm_2012.xlsx,PW_SOURCE_NAME_9089,prevailing_wage_source,mapped
2012,perm_2012.xlsx,,prevailing_wage_tracking_number,absent this year
2012,perm_2012.xlsx,PW_UNIT_OF_PAY_9089,prevailing_wage_unit_of_pay,mapped
2012,perm_2012.xlsx,,received_date,absent this year
2012,perm_2012.xlsx,,refile,absent this year
2012,perm_2012.xlsx,,required_experience,absent this year
2012,perm_2012.xlsx,,required_experience_months,absent this year
2012,perm_2012.xlsx,,schedule_a_sheepherder,absent this year
2012,perm_2012.xlsx,PW_SOC_CODE,soc_id,mapped
2012,perm_2012.xlsx,PW_SOC_TITLE,soc_title,mapped
2012,perm_2012.xlsx,US_ECONOMIC_SECTOR,us_economic_sector,mapped
2012,perm_2012.xlsx,WAGE_OFFER_FROM_9089,wage_offered_from,mapped
2012,perm_2012.xlsx,WAGE_OFFER_TO_9089,wage_offered_to,mapped
2012,perm_2012.xlsx,WAGE_OFFER_UNIT_OF_PAY_9089,wage_unit_of_pay,mapped
2012,perm_2012.xlsx,,worksite_address,absent this year
2012,perm_2012.xlsx,JOB_INFO_WORK_CITY,worksite_city,mapped
2012,perm_2012.xlsx,,worksite_county,absent this year
2012,perm_2012.xlsx,,worksite_postal_code,absent this year
2012,perm_2012.xlsx,JOB_INFO_WORK_STATE,worksite_state,mapped
2012,perm_2012.xlsx,2007_NAICS_US_TITLE,,dropped: NAICS title (code is kept)
2013,perm_2013.xlsx,,agent_representing_employer,absent this year
2013,perm_2013.xlsx,APPLICATION_TYPE,application_type,mapped
2013,perm_2013.xlsx,,attorney_law_firm_name,absent this year
2013,perm_2013.xlsx,CASE_NO,case_number,mapped
2013,perm_2013.xlsx,Case_Status,case_status,mapped
2013,perm_2013.xlsx,Class_of_Admission,class_of_admission,mapped
2013,perm_2013.xlsx,Country_of_Citizenship,country_of_citizenship,mapped
2013,perm_2013.xlsx,Decision_Date,decision_date,mapped
2013,perm_2013.xlsx,Employer_address_1,employer_address,mapped
2013,perm_2013.xlsx,Employer_City,employer_city,mapped
2013,perm_2013.xlsx,,employer_country,absent this year
2013,perm_2013.xlsx,Employer_Name,employer_name,mapped
2013,perm_2013.xlsx,,employer_num_employees,absent this year
2013,perm_2013.xlsx,Employer_Postal_Code,employer_postal_code,mapped
2013,perm_2013.xlsx,Employer_State,employer_state,mapped
2013,perm_2013.xlsx,,employer_trade_name,absent this year
2013,perm_2013.xlsx,,employer_year_commenced_business,absent this year
2013,perm_2013.xlsx,,foreign_worker_birth_country,absent this year
2013,perm_2013.xlsx,,foreign_worker_education,absent this year
2013,perm_2013.xlsx,,full_time_position,absent this year
2013,perm_2013.xlsx,,is_multiple_worksites,absent this year
2013,perm_2013.xlsx,Add_These_PW_Job_Title_9089,job_title,mapped
2013,perm_2013.xlsx,,major_field_of_study,absent this year
2013,perm_2013.xlsx,,minimum_education,absent this year
2013,perm_2013.xlsx,2007_NAICS_US_Code,naics_id,mapped
2013,perm_2013.xlsx,PW_AMOUNT_9089,prevailing_wage,mapped
2013,perm_2013.xlsx,,prevailing_wage_determination_date,absent this year
2013,perm_2013.xlsx,,prevailing_wage_expiration_date,absent this year
2013,perm_2013.xlsx,PW_LEVEL_9089,prevailing_wage_level,mapped
2013,perm_2013.xlsx,PW_SOURCE_NAME_9089,prevailing_wage_source,mapped
2013,perm_2013.xlsx,,prevailing_wage_tracking_number,absent this year
2013,perm_2013.xlsx,PW_Unit_of_Pay_9089,prevailing_wage_unit_of_pay,mapped
2013,perm_2013.xlsx,,received_date,absent this year
2013,perm_2013.xlsx,,refile,absent this year
2013,perm_2013.xlsx,,required_experience,absent this year
2013,perm_2013.xlsx,,required_experience_months,absent this year
2013,perm_2013.xlsx,,schedule_a_sheepherder,absent this year
2013,perm_2013.xlsx,PW_SOC_Code,soc_id,mapped
2013,perm_2013.xlsx,PW SOC Title,soc_title,mapped
2013,perm_2013.xlsx,US ECONOMIC SECTOR,us_economic_sector,mapped
2013,perm_2013.xlsx,WAGE_OFFERED_FROM_9089,wage_offered_from,mapped
2013,perm_2013.xlsx,WAGE_OFFERED_TO_9089,wage_offered_to,mapped
2013,perm_2013.xlsx,,wage_unit_of_pay,absent this year
2013,perm_2013.xlsx,,worksite_address,absent this year
2013,perm_2013.xlsx,Job_Info_Work_City,worksite_city,mapped
2013,perm_2013.xlsx,,worksite_county,absent this year
2013,perm_2013.xlsx,,worksite_postal_code,absent this year
2013,perm_2013.xlsx,Job_Info_Work_State,worksite_state,mapped
2013,perm_2013.xlsx,2007 NAICS US TITLE,,dropped: NAICS title (code is kept)
2013,perm_2013.xlsx,Employer_address_2,,dropped: secondary worksite/wage block (primary worksite only)
2013,perm_2013.xlsx,PW_Job_Title_9089,,duplicate of job_title
2014,perm_2014.xlsx,,agent_representing_employer,absent this year
2014,perm_2014.xlsx,APPLICATION_TYPE,application_type,mapped
2014,perm_2014.xlsx,,attorney_law_firm_name,absent this year
2014,perm_2014.xlsx,CASE_NO,case_number,mapped
2014,perm_2014.xlsx,Case_Status,case_status,mapped
2014,perm_2014.xlsx,Class_of_Admission,class_of_admission,mapped
2014,perm_2014.xlsx,Country_of_Citizenship,country_of_citizenship,mapped
2014,perm_2014.xlsx,Decision_Date,decision_date,mapped
2014,perm_2014.xlsx,Employer_address_1,employer_address,mapped
2014,perm_2014.xlsx,Employer_City,employer_city,mapped
2014,perm_2014.xlsx,,employer_country,absent this year
2014,perm_2014.xlsx,Employer_Name,employer_name,mapped
2014,perm_2014.xlsx,,employer_num_employees,absent this year
2014,perm_2014.xlsx,Employer_Postal_Code,employer_postal_code,mapped
2014,perm_2014.xlsx,Employer_State,employer_state,mapped
2014,perm_2014.xlsx,,employer_trade_name,absent this year
2014,perm_2014.xlsx,,employer_year_commenced_business,absent this year
2014,perm_2014.xlsx,,foreign_worker_birth_country,absent this year
2014,perm_2014.xlsx,,foreign_worker_education,absent this year
2014,perm_2014.xlsx,,full_time_position,absent this year
2014,perm_2014.xlsx,,is_multiple_worksites,absent this year
2014,perm_2014.xlsx,PW_Job_Title_9089,job_title,mapped
2014,perm_2014.xlsx,,major_field_of_study,absent this year
2014,perm_2014.xlsx,,minimum_education,absent this year
2014,perm_2014.xlsx,2007_NAICS_US_CODE,naics_id,mapped
2014,perm_2014.xlsx,PW_AMOUNT_9089,prevailing_wage,mapped
2014,perm_2014.xlsx,,prevailing_wage_determination_date,absent this year
2014,perm_2014.xlsx,,prevailing_wage_expiration_date,absent this year
2014,perm_2014.xlsx,PW_LEVEL_9089,prevailing_wage_level,mapped
2014,perm_2014.xlsx,PW_SOURCE_NAME_9089,prevailing_wage_source,mapped
2014,perm_2014.xlsx,,prevailing_wage_tracking_number,absent this year
2014,perm_2014.xlsx,PW_UNIT_OF_PAY_9089,prevailing_wage_unit_of_pay,mapped
2014,perm_2014.xlsx,,received_date,absent this year
2014,perm_2014.xlsx,,refile,absent this year
2014,perm_2014.xlsx,,required_experience,absent this year
2014,perm_2014.xlsx,,required_experience_months,absent this year
2014,perm_2014.xlsx,,schedule_a_sheepherder,absent this year
2014,perm_2014.xlsx,PW_SOC_Code,soc_id,mapped
2014,perm_2014.xlsx,PW_SOC_TITLE,soc_title,mapped
2014,perm_2014.xlsx,US_ECONOMIC_SECTOR,us_economic_sector,mapped
2014,perm_2014.xlsx,WAGE_OFFERED_FROM_9089,wage_offered_from,mapped
2014,perm_2014.xlsx,WAGE_OFFERED_TO_9089,wage_offered_to,mapped
2014,perm_2014.xlsx,WAGE_OFFERED_UNIT_OF_PAY_9089,wage_unit_of_pay,mapped
2014,perm_2014.xlsx,,worksite_address,absent this year
2014,perm_2014.xlsx,Job_Info_Work_City,worksite_city,mapped
2014,perm_2014.xlsx,,worksite_county,absent this year
2014,perm_2014.xlsx,,worksite_postal_code,absent this year
2014,perm_2014.xlsx,Job_Info_Work_State,worksite_state,mapped
2014,perm_2014.xlsx,2007_NAICS_US_TITLE,,dropped: NAICS title (code is kept)
2014,perm_2014.xlsx,Employer_address_2,,dropped: secondary worksite/wage block (primary worksite only)
2015,perm_2015.xlsx,,agent_representing_employer,absent this year
2015,perm_2015.xlsx,,application_type,absent this year
2015,perm_2015.xlsx,AGENT_FIRM_NAME,attorney_law_firm_name,mapped
2015,perm_2015.xlsx,CASE_NUMBER,case_number,mapped
2015,perm_2015.xlsx,CASE_STATUS,case_status,mapped
2015,perm_2015.xlsx,CLASS_OF_ADMISSION,class_of_admission,mapped
2015,perm_2015.xlsx,COUNTRY_OF_CITIZENSHIP,country_of_citizenship,mapped
2015,perm_2015.xlsx,DECISION_DATE,decision_date,mapped
2015,perm_2015.xlsx,EMPLOYER_ADDRESS_1,employer_address,mapped
2015,perm_2015.xlsx,EMPLOYER_CITY,employer_city,mapped
2015,perm_2015.xlsx,EMPLOYER_COUNTRY,employer_country,mapped
2015,perm_2015.xlsx,EMPLOYER_NAME,employer_name,mapped
2015,perm_2015.xlsx,EMPLOYER_NUM_EMPLOYEES,employer_num_employees,mapped
2015,perm_2015.xlsx,EMPLOYER_POSTAL_CODE,employer_postal_code,mapped
2015,perm_2015.xlsx,EMPLOYER_STATE,employer_state,mapped
2015,perm_2015.xlsx,,employer_trade_name,absent this year
2015,perm_2015.xlsx,EMPLOYER_YR_ESTAB,employer_year_commenced_business,mapped
2015,perm_2015.xlsx,FW_INFO_BIRTH_COUNTRY,foreign_worker_birth_country,mapped
2015,perm_2015.xlsx,FOREIGN_WORKER_INFO_EDUCATION,foreign_worker_education,mapped
2015,perm_2015.xlsx,,full_time_position,absent this year
2015,perm_2015.xlsx,,is_multiple_worksites,absent this year
2015,perm_2015.xlsx,JOB_INFO_JOB_TITLE,job_title,mapped
2015,perm_2015.xlsx,JOB_INFO_MAJOR,major_field_of_study,mapped
2015,perm_2015.xlsx,JOB_INFO_EDUCATION,minimum_education,mapped
2015,perm_2015.xlsx,NAICS_US_CODE,naics_id,mapped
2015,perm_2015.xlsx,PW_AMOUNT_9089,prevailing_wage,mapped
2015,perm_2015.xlsx,PW_DETERM_DATE,prevailing_wage_determination_date,mapped
2015,perm_2015.xlsx,PW_EXPIRE_DATE,prevailing_wage_expiration_date,mapped
2015,perm_2015.xlsx,PW_LEVEL_9089,prevailing_wage_level,mapped
2015,perm_2015.xlsx,PW_SOURCE_NAME_9089,prevailing_wage_source,mapped
2015,perm_2015.xlsx,PW_TRACK_NUM,prevailing_wage_tracking_number,mapped
2015,perm_2015.xlsx,PW_UNIT_OF_PAY_9089,prevailing_wage_unit_of_pay,mapped
2015,perm_2015.xlsx,CASE_RECEIVED_DATE,received_date,mapped
2015,perm_2015.xlsx,REFILE,refile,mapped
2015,perm_2015.xlsx,JOB_INFO_EXPERIENCE,required_experience,mapped
2015,perm_2015.xlsx,JOB_INFO_EXPERIENCE_NUM_MONTHS,required_experience_months,mapped
2015,perm_2015.xlsx,SCHD_A_SHEEPHERDER,schedule_a_sheepherder,mapped
2015,perm_2015.xlsx,PW_SOC_CODE,soc_id,mapped
2015,perm_2015.xlsx,PW_SOC_TITLE,soc_title,mapped
2015,perm_2015.xlsx,,us_economic_sector,absent this year
2015,perm_2015.xlsx,WAGE_OFFER_FROM_9089,wage_offered_from,mapped
2015,perm_2015.xlsx,WAGE_OFFER_TO_9089,wage_offered_to,mapped
2015,perm_2015.xlsx,WAGE_OFFER_UNIT_OF_PAY_9089,wage_unit_of_pay,mapped
2015,perm_2015.xlsx,,worksite_address,absent this year
2015,perm_2015.xlsx,JOB_INFO_WORK_CITY,worksite_city,mapped
2015,perm_2015.xlsx,,worksite_county,absent this year
2015,perm_2015.xlsx,JOB_INFO_WORK_POSTAL_CODE,worksite_postal_code,mapped
2015,perm_2015.xlsx,JOB_INFO_WORK_STATE,worksite_state,mapped
2015,perm_2015.xlsx,AGENT_CITY,,dropped: agent location detail
2015,perm_2015.xlsx,AGENT_STATE,,dropped: agent location detail
2015,perm_2015.xlsx,EMPLOYER_ADDRESS_2,,dropped: secondary worksite/wage block (primary worksite only)
2015,perm_2015.xlsx,EMPLOYER_DECL_INFO_TITLE,,dropped: declarant personal details
