fiscal_year,source_file,source_column,canonical_column,disposition
2009,h2a_2009.xlsx,,soc_title,absent this year
2009,h2a_2009.xlsx,,total_worksite_records,absent this year
2009,h2a_2009.xlsx,ORGANIZATION_FLAG,type_of_employer_application,mapped
2009,h2a_2009.xlsx,,visa_class,absent this year
2009,h2a_2009.xlsx,BASIC_RATE_OF_PAY,wage_offered_from,mapped
2009,h2a_2009.xlsx,BASIC_UNIT_OF_PAY,wage_unit_of_pay,mapped
2009,h2a_2009.xlsx,,work_experience_months,absent this year
2009,h2a_2009.xlsx,NBR_WORKERS_CERTIFIED,workers_certified,mapped
2009,h2a_2009.xlsx,,workers_requested,absent this year
2009,h2a_2009.xlsx,,worksite_address,absent this year
2009,h2a_2009.xlsx,,worksite_city,absent this year
2009,h2a_2009.xlsx,,worksite_county,absent this year
2009,h2a_2009.xlsx,,worksite_postal_code,absent this year
2009,h2a_2009.xlsx,ALIEN_WORK_STATE,worksite_state,mapped
2009,h2a_2009.xlsx,AGENT_ATTORNEY_ADDRESS1,,dropped: attorney/agent personal details
2009,h2a_2009.xlsx,AGENT_ATTORNEY_ADDRESS2,,dropped: attorney/agent personal details
2009,h2a_2009.xlsx,AGENT_ATTORNEY_CITY,,dropped: attorney/agent personal details
2009,h2a_2009.xlsx,AGENT_ATTORNEY_NAME,,dropped: attorney/agent personal details
2009,h2a_2009.xlsx,AGENT_ATTORNEY_POSTAL_CODE,,dropped: attorney/agent personal details
2009,h2a_2009.xlsx,AGENT_ATTORNEY_STATE,,dropped: attorney/agent personal details
2009,h2a_2009.xlsx,ALIEN_WORK_CITY,,"dropped: legacy H-2A worksite city, superseded by WORKSITE_CITY"
2009,h2a_2009.xlsx,EMPLOYER_ADDRESS2,,dropped: secondary worksite/wage block (primary worksite only)
2010,h2a_2010.xlsx,,agent_representing_employer,absent this year
2010,h2a_2010.xlsx,,anticipated_number_of_hours,absent this year
2010,h2a_2010.xlsx,,attorney_law_firm_name,absent this year
2010,h2a_2010.xlsx,CASE_NO,case_number,mapped
2010,h2a_2010.xlsx,CASE_STATUS,case_status,mapped
2010,h2a_2010.xlsx,CERTIFICATION_BEGIN_DATE,certification_begin_date,mapped
2010,h2a_2010.xlsx,CERTIFICATION_END_DATE,certification_end_date,mapped
2010,h2a_2010.xlsx,DECISION_DATE,decision_date,mapped
2010,h2a_2010.xlsx,,education_level,absent this year
2010,h2a_2010.xlsx,,emergency_filing,absent this year
2010,h2a_2010.xlsx,EMPLOYER_ADDRESS1,employer_address,mapped
2010,h2a_2010.xlsx,EMPLOYER_CITY,employer_city,mapped
2010,h2a_2010.xlsx,,employer_country,absent this year
2010,h2a_2010.xlsx,EMPLOYER_NAME,employer_name,mapped
2010,h2a_2010.xlsx,EMPLOYER_POSTAL_CODE,employer_postal_code,mapped
2010,h2a_2010.xlsx,EMPLOYER_STATE,employer_state,mapped
2010,h2a_2010.xlsx,,employer_trade_name,absent this year
2010,h2a_2010.xlsx,,employment_begin_date,absent this year
2010,h2a_2010.xlsx,,employment_end_date,absent this year
2010,h2a_2010.xlsx,,frequency_of_pay,absent this year
2010,h2a_2010.xlsx,,full_time_position,absent this year
2010,h2a_2010.xlsx,,h2a_labor_contractor,absent this year
2010,h2a_2010.xlsx,,housing_city,absent this year
2010,h2a_2010.xlsx,,housing_state,absent this year
2010,h2a_2010.xlsx,,housing_total_occupancy,absent this year
2010,h2a_2010.xlsx,,housing_type,absent this year
2010,h2a_2010.xlsx,,job_order_number,absent this year
2010,h2a_2010.xlsx,JOB_TITLE,job_title,mapped
2010,h2a_2010.xlsx,,meals_provided,absent this year
2010,h2a_2010.xlsx,,naics_id,absent this year
2010,h2a_2010.xlsx,,nature_of_temporary_need,absent this year
2010,h2a_2010.xlsx,,overtime_rate_from,absent this year
2010,h2a_2010.xlsx,,overtime_rate_to,absent this year
2010,h2a_2010.xlsx,,piece_rate_offer,absent this year
2010,h2a_2010.xlsx,,piece_rate_unit,absent this year
2010,h2a_2010.xlsx,,primary_crop,absent this year
2010,h2a_2010.xlsx,CASE_RECEIVED_DATE,received_date,mapped
2010,h2a_2010.xlsx,REQUESTED_START_DATE_OF_NEED,requested_begin_date,mapped
2010,h2a_2010.xlsx,REQUESTED_END_DATE_OF_NEED,requested_end_date,mapped
2010,h2a_2010.xlsx,,soc_id,absent this year
2010,h2a_2010.xlsx,,soc_title,absent this year
2010,h2a_2010.xlsx,,total_worksite_records,absent this year
2010,h2a_2010.xlsx,ORGANIZATION_FLAG,type_of_employer_application,mapped
2010,h2a_2010.xlsx,,visa_class,absent this year
2010,h2a_2010.xlsx,BASIC_RATE_OF_PAY,wage_offered_from,mapped
2010,h2a_2010.xlsx,BASIC_UNIT_OF_PAY,wage_unit_of_pay,mapped
2010,h2a_2010.xlsx,,work_experience_months,absent this year
2010,h2a_2010.xlsx,NBR_WORKERS_CERTIFIED,workers_certified,mapped
2010,h2a_2010.xlsx,,workers_requested,absent this year
2010,h2a_2010.xlsx,,worksite_address,absent this year
2010,h2a_2010.xlsx,,worksite_city,absent this year
2010,h2a_2010.xlsx,,worksite_county,absent this year
2010,h2a_2010.xlsx,,worksite_postal_code,absent this year
2010,h2a_2010.xlsx,ALIEN_WORK_STATE,worksite_state,mapped
2010,h2a_2010.xlsx,AGENT_ATTORNEY_ADDRESS1,,dropped: attorney/agent personal details
2010,h2a_2010.xlsx,AGENT_ATTORNEY_ADDRESS2,,dropped: attorney/agent personal details
2010,h2a_2010.xlsx,AGENT_ATTORNEY_CITY,,dropped: attorney/agent personal details
2010,h2a_2010.xlsx,AGENT_ATTORNEY_NAME,,dropped: attorney/agent personal details
2010,h2a_2010.xlsx,AGENT_ATTORNEY_POSTAL_CODE,,dropped: attorney/agent personal details
2010,h2a_2010.xlsx,AGENT_ATTORNEY_STATE,,dropped: attorney/agent personal details
2010,h2a_2010.xlsx,ALIEN_WORK_CITY,,"dropped: legacy H-2A worksite city, superseded by WORKSITE_CITY"
2010,h2a_2010.xlsx,EMPLOYER_ADDRESS2,,dropped: secondary worksite/wage block (primary worksite only)
2011,h2a_2011.xlsx,,agent_representing_employer,absent this year
2011,h2a_2011.xlsx,BASIC_NUMBER_OF_HOURS,anticipated_number_of_hours,mapped
2011,h2a_2011.xlsx,,attorney_law_firm_name,absent this year
2011,h2a_2011.xlsx,CASE_NO,case_number,mapped
2011,h2a_2011.xlsx,CASE_STATUS,case_status,mapped
2011,h2a_2011.xlsx,CERTIFICATION_BEGIN_DATE,certification_begin_date,mapped
2011,h2a_2011.xlsx,CERTIFICATION_END_DATE,certification_end_date,mapped
2011,h2a_2011.xlsx,DECISION_DATE,decision_date,mapped
2011,h2a_2011.xlsx,,education_level,absent this year
2011,h2a_2011.xlsx,,emergency_filing,absent this year
2011,h2a_2011.xlsx,EMPLOYER_ADDRESS1,employer_address,mapped
2011,h2a_2011.xlsx,EMPLOYER_CITY,employer_city,mapped
2011,h2a_2011.xlsx,,employer_country,absent this year
2011,h2a_2011.xlsx,EMPLOYER_NAME,employer_name,mapped
2011,h2a_2011.xlsx,EMPLOYER_POSTAL_CODE,employer_postal_code,mapped
2011,h2a_2011.xlsx,EMPLOYER_STATE,employer_state,mapped
2011,h2a_2011.xlsx,,employer_trade_name,absent this year
2011,h2a_2011.xlsx,,employment_begin_date,absent this year
2011,h2a_2011.xlsx,,employment_end_date,absent this year
2011,h2a_2011.xlsx,,frequency_of_pay,absent this year
2011,h2a_2011.xlsx,,full_time_position,absent this year
2011,h2a_2011.xlsx,,h2a_labor_contractor,absent this year
2011,h2a_2011.xlsx,,housing_city,absent this year
2011,h2a_2011.xlsx,,housing_state,absent this year
2011,h2a_2011.xlsx,,housing_total_occupancy,absent this year
2011,h2a_2011.xlsx,,housing_type,absent this year
2011,h2a_2011.xlsx,,job_order_number,absent this year
2011,h2a_2011.xlsx,JOB_TITLE,job_title,mapped
2011,h2a_2011.xlsx,,meals_provided,absent this year
2011,h2a_2011.xlsx,,naics_id,absent this year
2011,h2a_2011.xlsx,,nature_of_temporary_need,absent this year
2011,h2a_2011.xlsx,,overtime_rate_from,absent this year
2011,h2a_2011.xlsx,,overtime_rate_to,absent this year
2011,h2a_2011.xlsx,,piece_rate_offer,absent this year
2011,h2a_2011.xlsx,,piece_rate_unit,absent this year
2011,h2a_2011.xlsx,PRIMARY_CROP,primary_crop,mapped
2011,h2a_2011.xlsx,CASE_RECEIVED_DATE,received_date,mapped
2011,h2a_2011.xlsx,REQUESTED_START_DATE_OF_NEED,requested_begin_date,mapped
2011,h2a_2011.xlsx,REQUESTED_END_DATE_OF_NEED,requested_end_date,mapped
2011,h2a_2011.xlsx,,soc_id,absent this year
2011,h2a_2011.xlsx,,soc_title,absent this year
2011,h2a_2011.xlsx,,total_worksite_records,absent this year
2011,h2a_2011.xlsx,APPLICATION_TYPE,type_of_employer_application,mapped
2011,h2a_2011.xlsx,,visa_class,absent this year
2011,h2a_2011.xlsx,BASIC_RATE_OF_PAY,wage_offered_from,mapped
2011,h2a_2011.xlsx,BASIC_UNIT_OF_PAY,wage_unit_of_pay,mapped
2011,h2a_2011.xlsx,,work_experience_months,absent this year
2011,h2a_2011.xlsx,NBR_WORKERS_CERTIFIED,workers_certified,mapped
2011,h2a_2011.xlsx,NBR_WORKERS_REQUESTED,workers_requested,mapped
2011,h2a_2011.xlsx,,worksite_address,absent this year
2011,h2a_2011.xlsx,,worksite_city,absent this year
2011,h2a_2011.xlsx,,worksite_county,absent this year
2011,h2a_2011.xlsx,,worksite_postal_code,absent this year
2011,h2a_2011.xlsx,ALIEN_WORK_STATE,worksite_state,mapped
2011,h2a_2011.xlsx,AGENT_ATTORNEY_CITY,,dropped: attorney/agent personal details
2011,h2a_2011.xlsx,AGENT_ATTORNEY_NAME,,dropped: attorney/agent personal details
2011,h2a_2011.xlsx,AGENT_ATTORNEY_STATE,,dropped: attorney/agent personal details
2011,h2a_2011.xlsx,ALIEN_WORK_CITY,,"dropped: legacy H-2A worksite city, superseded by WORKSITE_CITY"
2011,h2a_2011.xlsx,EMPLOYER_ADDRESS2,,dropped: secondary worksite/wage block (primary worksite only)
2011,h2a_2011.xlsx,ORGANIZATION_FLAG,,duplicate of type_of_employer_application
2012,h2a_2012.xlsx,,agent_representing_employer,absent this year
2012,h2a_2012.xlsx,BASIC_NUMBER_OF_HOURS,anticipated_number_of_hours,mapped
2012,h2a_2012.xlsx,,attorney_law_firm_name,absent this year
2012,h2a_2012.xlsx,CASE_NO,case_number,mapped
2012,h2a_2012.xlsx,CASE_STATUS,case_status,mapped
2012,h2a_2012.xlsx,CERTIFICATION_BEGIN_DATE,certification_begin_date,mapped
2012,h2a_2012.xlsx,CERTIFICATION_END_DATE,certification_end_date,mapped
2012,h2a_2012.xlsx,DECISION_DATE,decision_date,mapped
2012,h2a_2012.xlsx,,education_level,absent this year
2012,h2a_2012.xlsx,,emergency_filing,absent this year
2012,h2a_2012.xlsx,EMPLOYER_ADDRESS1,employer_address,mapped
2012,h2a_2012.xlsx,EMPLOYER_CITY,employer_city,mapped
2012,h2a_2012.xlsx,,employer_country,absent this year
2012,h2a_2012.xlsx,EMPLOYER_NAME,employer_name,mapped
2012,h2a_2012.xlsx,EMPLOYER_POSTAL_CODE,employer_postal_code,mapped
2012,h2a_2012.xlsx,EMPLOYER_STATE,employer_state,mapped
2012,h2a_2012.xlsx,,employer_trade_name,absent this year
2012,h2a_2012.xlsx,,employment_begin_date,absent this year
2012,h2a_2012.xlsx,,employment_end_date,absent this year
2012,h2a_2012.xlsx,,frequency_of_pay,absent this year
2012,h2a_2012.xlsx,,full_time_position,absent this year
2012,h2a_2012.xlsx,,h2a_labor_contractor,absent this year
2012,h2a_2012.xlsx,,housing_city,absent this year
2012,h2a_2012.xlsx,,housing_state,absent this year
2012,h2a_2012.xlsx,,housing_total_occupancy,absent this year
2012,h2a_2012.xlsx,,housing_type,absent this year
2012,h2a_2012.xlsx,,job_order_number,absent this year
2012,h2a_2012.xlsx,JOB_TITLE,job_title,mapped
2012,h2a_2012.xlsx,,meals_provided,absent this year
2012,h2a_2012.xlsx,,naics_id,absent this year
2012,h2a_2012.xlsx,,nature_of_temporary_need,absent this year
2012,h2a_2012.xlsx,,overtime_rate_from,absent this year
2012,h2a_2012.xlsx,,overtime_rate_to,absent this year
2012,h2a_2012.xlsx,,piece_rate_offer,absent this year
2012,h2a_2012.xlsx,,piece_rate_unit,absent this year
2012,h2a_2012.xlsx,PRIMARY_CROP,primary_crop,mapped
2012,h2a_2012.xlsx,CASE_RECEIVED_DATE,received_date,mapped
2012,h2a_2012.xlsx,REQUESTED_START_DATE_OF_NEED,requested_begin_date,mapped
2012,h2a_2012.xlsx,REQUESTED_END_DATE_OF_NEED,requested_end_date,mapped
2012,h2a_2012.xlsx,,soc_id,absent this year
2012,h2a_2012.xlsx,,soc_title,absent this year
2012,h2a_2012.xlsx,,total_worksite_records,absent this year
2012,h2a_2012.xlsx,ORGANIZATION_FLAG,type_of_employer_application,mapped
2012,h2a_2012.xlsx,VISA_CLASS,visa_class,mapped
2012,h2a_2012.xlsx,BASIC_RATE_OF_PAY,wage_offered_from,mapped
2012,h2a_2012.xlsx,BASIC_UNIT_OF_PAY,wage_unit_of_pay,mapped
2012,h2a_2012.xlsx,,work_experience_months,absent this year
2012,h2a_2012.xlsx,NBR_WORKERS_CERTIFIED,workers_certified,mapped
2012,h2a_2012.xlsx,NBR_WORKERS_REQUESTED,workers_requested,mapped
2012,h2a_2012.xlsx,,worksite_address,absent this year
2012,h2a_2012.xlsx,,worksite_city,absent this year
2012,h2a_2012.xlsx,,worksite_county,absent this year
2012,h2a_2012.xlsx,,worksite_postal_code,absent this year
2012,h2a_2012.xlsx,ALIEN_WORK_STATE,worksite_state,mapped
2012,h2a_2012.xlsx,AGENT_ATTORNEY_CITY,,dropped: attorney/agent personal details
2012,h2a_2012.xlsx,AGENT_ATTORNEY_NAME,,dropped: attorney/agent personal details
2012,h2a_2012.xlsx,AGENT_ATTORNEY_STATE,,dropped: attorney/agent personal details
2012,h2a_2012.xlsx,ALIEN_WORK_CITY,,"dropped: legacy H-2A worksite city, superseded by WORKSITE_CITY"
2012,h2a_2012.xlsx,EMPLOYER_ADDRESS2,,dropped: secondary worksite/wage block (primary worksite only)
2013,h2a_2013.xls,,agent_representing_employer,absent this year
2013,h2a_2013.xls,BASIC_NUMBER_OF_HOURS,anticipated_number_of_hours,mapped
2013,h2a_2013.xls,,attorney_law_firm_name,absent this year
2013,h2a_2013.xls,CASE_NO,case_number,mapped
2013,h2a_2013.xls,CASE_STATUS,case_status,mapped
2013,h2a_2013.xls,CERTIFICATION_BEGIN_DATE,certification_begin_date,mapped
2013,h2a_2013.xls,CERTIFICATION_END_DATE,certification_end_date,mapped
2013,h2a_2013.xls,DECISION_DATE,decision_date,mapped
2013,h2a_2013.xls,,education_level,absent this year
2013,h2a_2013.xls,,emergency_filing,absent this year
2013,h2a_2013.xls,EMPLOYER_ADDRESS1,employer_address,mapped
2013,h2a_2013.xls,EMPLOYER_CITY,employer_city,mapped
2013,h2a_2013.xls,,employer_country,absent this year
2013,h2a_2013.xls,EMPLOYER_NAME,employer_name,mapped
2013,h2a_2013.xls,EMPLOYER_POSTAL_CODE,employer_postal_code,mapped
2013,h2a_2013.xls,EMPLOYER_STATE,employer_state,mapped
2013,h2a_2013.xls,,employer_trade_name,absent this year
2013,h2a_2013.xls,,employment_begin_date,absent this year
2013,h2a_2013.xls,,employment_end_date,absent this year
2013,h2a_2013.xls,,frequency_of_pay,absent this year
2013,h2a_2013.xls,,full_time_position,absent this year
2013,h2a_2013.xls,,h2a_labor_contractor,absent this year
2013,h2a_2013.xls,,housing_city,absent this year
2013,h2a_2013.xls,,housing_state,absent this year
2013,h2a_2013.xls,,housing_total_occupancy,absent this year
2013,h2a_2013.xls,,housing_type,absent this year
2013,h2a_2013.xls,,job_order_number,absent this year
2013,h2a_2013.xls,JOB_TITLE,job_title,mapped
2013,h2a_2013.xls,,meals_provided,absent this year
2013,h2a_2013.xls,,naics_id,absent this year
2013,h2a_2013.xls,,nature_of_temporary_need,absent this year
2013,h2a_2013.xls,,overtime_rate_from,absent this year
2013,h2a_2013.xls,,overtime_rate_to,absent this year
2013,h2a_2013.xls,,piece_rate_offer,absent this year
2013,h2a_2013.xls,,piece_rate_unit,absent this year
2013,h2a_2013.xls,,primary_crop,absent this year
2013,h2a_2013.xls,CASE_RECEIVED_DATE,received_date,mapped
2013,h2a_2013.xls,REQUESTED_START_DATE_OF_NEED,requested_begin_date,mapped
2013,h2a_2013.xls,REQUESTED_END_DATE_OF_NEED,requested_end_date,mapped
2013,h2a_2013.xls,,soc_id,absent this year
2013,h2a_2013.xls,,soc_title,absent this year
2013,h2a_2013.xls,,total_worksite_records,absent this year
2013,h2a_2013.xls,ORGANIZATION_FLAG,type_of_employer_application,mapped
2013,h2a_2013.xls,VISA_CLASS,visa_class,mapped
2013,h2a_2013.xls,BASIC_RATE_OF_PAY,wage_offered_from,mapped
2013,h2a_2013.xls,BASIC_UNIT_OF_PAY,wage_unit_of_pay,mapped
2013,h2a_2013.xls,,work_experience_months,absent this year
2013,h2a_2013.xls,NBR_WORKERS_CERTIFIED,workers_certified,mapped
2013,h2a_2013.xls,,workers_requested,absent this year
2013,h2a_2013.xls,,worksite_address,absent this year
2013,h2a_2013.xls,,worksite_city,absent this year
2013,h2a_2013.xls,,worksite_county,absent this year
2013,h2a_2013.xls,,worksite_postal_code,absent this year
2013,h2a_2013.xls,ALIEN_WORK_STATE,worksite_state,mapped
2013,h2a_2013.xls,AGENT_ATTORNEY_CITY,,dropped: attorney/agent personal details
2013,h2a_2013.xls,AGENT_ATTORNEY_NAME,,dropped: attorney/agent personal details
2013,h2a_2013.xls,AGENT_ATTORNEY_STATE,,dropped: attorney/agent personal details
2013,h2a_2013.xls,ALIEN_WORK_CITY,,"dropped: legacy H-2A worksite city, superseded by WORKSITE_CITY"
2013,h2a_2013.xls,EMPLOYER_ADDRESS2,,dropped: secondary worksite/wage block (primary worksite only)
2014,h2a_2014.xlsx,,agent_representing_employer,absent this year
2014,h2a_2014.xlsx,BASIC_NUMBER_OF_HOURS,anticipated_number_of_hours,mapped
2014,h2a_2014.xlsx,LAWFIRM_NAME,attorney_law_firm_name,mapped
2014,h2a_2014.xlsx,CASE_NO,case_number,mapped
2014,h2a_2014.xlsx,CASE_STATUS,case_status,mapped
2014,h2a_2014.xlsx,CERTIFICATION_BEGIN_DATE,certification_begin_date,mapped
2014,h2a_2014.xlsx,CERTIFICATION_END_DATE,certification_end_date,mapped
2014,h2a_2014.xlsx,DECISION_DATE,decision_date,mapped
2014,h2a_2014.xlsx,,education_level,absent this year
2014,h2a_2014.xlsx,,emergency_filing,absent this year
2014,h2a_2014.xlsx,EMPLOYER_ADDRESS1,employer_address,mapped
2014,h2a_2014.xlsx,EMPLOYER_CITY,employer_city,mapped
2014,h2a_2014.xlsx,,employer_country,absent this year
2014,h2a_2014.xlsx,EMPLOYER_NAME,employer_name,mapped
2014,h2a_2014.xlsx,EMPLOYER_POSTAL_CODE,employer_postal_code,mapped
2014,h2a_2014.xlsx,EMPLOYER_STATE,employer_state,mapped
2014,h2a_2014.xlsx,,employer_trade_name,absent this year
2014,h2a_2014.xlsx,,employment_begin_date,absent this year
2014,h2a_2014.xlsx,,employment_end_date,absent this year
2014,h2a_2014.xlsx,,frequency_of_pay,absent this year
2014,h2a_2014.xlsx,,full_time_position,absent this year
2014,h2a_2014.xlsx,,h2a_labor_contractor,absent this year
2014,h2a_2014.xlsx,,housing_city,absent this year
2014,h2a_2014.xlsx,,housing_state,absent this year
2014,h2a_2014.xlsx,,housing_total_occupancy,absent this year
2014,h2a_2014.xlsx,,housing_type,absent this year
2014,h2a_2014.xlsx,,job_order_number,absent this year
2014,h2a_2014.xlsx,JOB_TITLE,job_title,mapped
2014,h2a_2014.xlsx,,meals_provided,absent this year
2014,h2a_2014.xlsx,,naics_id,absent this year
2014,h2a_2014.xlsx,,nature_of_temporary_need,absent this year
2014,h2a_2014.xlsx,,overtime_rate_from,absent this year
2014,h2a_2014.xlsx,,overtime_rate_to,absent this year
2014,h2a_2014.xlsx,,piece_rate_offer,absent this year
2014,h2a_2014.xlsx,,piece_rate_unit,absent this year
2014,h2a_2014.xlsx,,primary_crop,absent this year
2014,h2a_2014.xlsx,CASE_RECEIVED_DATE,received_date,mapped
2014,h2a_2014.xlsx,REQUESTED_START_DATE_OF_NEED,requested_begin_date,mapped
2014,h2a_2014.xlsx,REQUESTED_END_DATE_OF_NEED,requested_end_date,mapped
2014,h2a_2014.xlsx,SOC_CODE_ID,soc_id,mapped
2014,h2a_2014.xlsx,SOC_TITLE,soc_title,mapped
2014,h2a_2014.xlsx,,total_worksite_records,absent this year
2014,h2a_2014.xlsx,ORGANIZATION_FLAG,type_of_employer_application,mapped
2014,h2a_2014.xlsx,VISA_CLASS,visa_class,mapped
2014,h2a_2014.xlsx,BASIC_RATE_OF_PAY,wage_offered_from,mapped
2014,h2a_2014.xlsx,BASIC_UNIT_OF_PAY,wage_unit_of_pay,mapped
2014,h2a_2014.xlsx,,work_experience_months,absent this year
