name,bigquery_type,description,description_en,description_es,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name
planned_implementation_start_date,DATE,Data planejada para o início da implementação do projeto/atividade,Planned date for the start of project/activity implementation,Fecha planificada para el inicio de la implementación del proyecto/actividad,,no,,,no,,
actual_implementation_start_date,DATE,Data efetiva em que o projeto/atividade iniciou a implementação,Actual date the project/activity began implementation,Fecha real en que el proyecto/actividad comenzó su implementación,,no,,,no,,
actual_implementation_start_date_estimated,STRING,Marcador definido como 'Sim' quando a data efetiva de início da implementação é uma estimativa,Marker set to 'Yes' when the actual implementation start date is an estimate,Marcador definido como 'Sí' cuando la fecha real de inicio de implementación es una estimación,,no,,,no,"'Yes' when applicable, otherwise blank",
deviation_planned_implementation_start_date,INT64,"Desvio do início de implementação efetivo em relação ao planejado, em dias","Deviation of actual from planned implementation start, in days","Desviación del inicio de implementación real respecto al planificado, en días",,no,,day,no,"Actual minus planned, in days",
planned_completion_date,DATE,Data planejada para a conclusão do projeto/atividade,Planned date for project/activity completion,Fecha planificada para la finalización del proyecto/actividad,,no,,,no,,
actual_completion_date,DATE,Data efetiva em que o projeto/atividade foi concluído,Actual date the project/activity was completed,Fecha real en que el proyecto/actividad se completó,,no,,,no,,
actual_completion_date_estimated,STRING,Marcador definido como 'Sim' quando a data efetiva de conclusão é uma estimativa,Marker set to 'Yes' when the actual completion date is an estimate,Marcador definido como 'Sí' cuando la fecha real de finalización es una estimación,,no,,,no,"'Yes' when applicable, otherwise blank",
deviation_planned_completion_date,INT64,"Desvio da conclusão efetiva em relação à planejada, em dias","Deviation of actual from planned completion, in days","Desviación de la finalización real respecto a la planificada, en días",,no,,day,no,"Actual minus planned, in days",
maturity,FLOAT64,"Prazo de vencimento do empréstimo, em anos","Loan maturity, in years","Plazo de vencimiento del préstamo, en años",,no,,year,no,,
interest_rate,FLOAT64,"Taxa de juros do empréstimo, em porcentagem","Loan interest rate, in percent","Tasa de interés del préstamo, en porcentaje",,no,,percent,no,,
grace_period,FLOAT64,"Período de carência do empréstimo, em anos","Loan grace period, in years","Período de gracia del préstamo, en años",,no,,year,no,,
management_fee,FLOAT64,"Taxa de administração do empréstimo, em porcentagem","Loan management fee, in percent","Comisión de gestión del préstamo, en porcentaje",,no,,percent,no,,
commitment_fee,FLOAT64,"Taxa de compromisso do empréstimo, em porcentagem","Loan commitment fee, in percent","Comisión de compromiso del préstamo, en porcentaje",,no,,percent,no,,
insurance_fee_percent,FLOAT64,"Taxa de seguro de crédito, em porcentagem","Credit insurance fee, in percent","Comisión de seguro de crédito, en porcentaje",,no,,percent,no,,
insurance_fee_nominal_usd,FLOAT64,"Taxa de seguro de crédito, em dólares dos EUA nominais","Credit insurance fee, in nominal US dollars","Comisión de seguro de crédito, en dólares estadounidenses nominales",,no,,USD,no,,
default_interest_rate,FLOAT64,"Taxa de juros de mora (penalidade), em porcentagem","Default (penalty) interest rate, in percent","Tasa de interés de mora (penalización), en porcentaje",,no,,percent,no,,
first_loan_repayment_date,DATE,Data do primeiro pagamento programado do empréstimo,Date of the first scheduled loan repayment,Fecha del primer pago programado del préstamo,,no,,,no,,
last_loan_repayment_date,DATE,Data do último pagamento programado do empréstimo,Date of the last scheduled loan repayment,Fecha del último pago programado del préstamo,,no,,,no,,
grant_element_oecd_cash_flow,FLOAT64,"Elemento de doação pela metodologia de fluxo de caixa da OCDE, em porcentagem","Grant element under the OECD cash-flow methodology, in percent","Elemento de donación bajo la metodología de flujo de caja de la OCDE, en porcentaje",,no,,percent,no,,
grant_element_oecd_grant_equiv,FLOAT64,"Elemento de doação pela metodologia de equivalente-doação da OCDE, em porcentagem","Grant element under the OECD grant-equivalent methodology, in percent","Elemento de donación bajo la metodología de equivalente-donación de la OCDE, en porcentaje",,no,,percent,no,,
grant_element_imf,FLOAT64,"Elemento de doação pela metodologia do FMI, em porcentagem","Grant element under the IMF methodology, in percent","Elemento de donación bajo la metodología del FMI, en porcentaje",,no,,percent,no,,
number_of_lenders,STRING,Estrutura de credores do empréstimo (bilateral ou sindicalizado),Lender structure of the loan (bilateral or syndicated),Estructura de prestamistas del préstamo (bilateral o sindicado),,no,,,no,Categorical: Bilateral Loan or Syndicated Loan,
export_buyers_credit,STRING,Marcador definido como 'Sim' quando o empréstimo é um crédito ao comprador de exportação,Marker set to 'Yes' when the loan is an export buyer's credit,Marcador definido como 'Sí' cuando el préstamo es un crédito al comprador de exportación,,no,,,no,"'Yes' when applicable, otherwise blank",
suppliers_credit,STRING,Marcador definido como 'Sim' quando o empréstimo é um crédito ao fornecedor ou vendedor de exportação,Marker set to 'Yes' when the loan is a supplier's or export seller's credit,Marcador definido como 'Sí' cuando el préstamo es un crédito al proveedor o vendedor de exportación,,no,,,no,"'Yes' when applicable, otherwise blank",
interest_free_loan,STRING,Marcador definido como 'Sim' quando o empréstimo é sem juros,Marker set to 'Yes' when the loan is interest-free,Marcador definido como 'Sí' cuando el préstamo es sin intereses,,no,,,no,"'Yes' when applicable, otherwise blank",
refinancing,STRING,Marcador definido como 'Sim' quando o empréstimo é um refinanciamento,Marker set to 'Yes' when the loan is a refinancing,Marcador definido como 'Sí' cuando el préstamo es un refinanciamiento,,no,,,no,"'Yes' when applicable, otherwise blank",
investment_project_loan,STRING,Marcador definido como 'Sim' quando o empréstimo é um empréstimo para projeto de investimento,Marker set to 'Yes' when the loan is an investment project loan,Marcador definido como 'Sí' cuando el préstamo es un préstamo para proyecto de inversión,,no,,,no,"'Yes' when applicable, otherwise blank",
mergers_acquisitions,STRING,Marcador definido como 'Sim' quando o empréstimo é para uma fusão ou aquisição,Marker set to 'Yes' when the loan is for a merger or acquisition,Marcador definido como 'Sí' cuando el préstamo es para una fusión o adquisición,,no,,,no,"'Yes' when applicable, otherwise blank",
working_capital,STRING,Marcador definido como 'Sim' quando o empréstimo é para capital de giro,Marker set to 'Yes' when the loan is for working capital,Marcador definido como 'Sí' cuando el préstamo es para capital de trabajo,,no,,,no,"'Yes' when applicable, otherwise blank",
epcf,STRING,Marcador definido como 'Sim' quando o empréstimo é um empréstimo EPC+Financiamento (EPCF),Marker set to 'Yes' when the loan is an EPC+Financing (EPCF) loan,Marcador definido como 'Sí' cuando el préstamo es un préstamo EPC+Financiamiento (EPCF),,no,,,no,Engineering-Procurement-Construction-Financing; 'Yes' when applicable,
lease,STRING,Marcador definido como 'Sim' quando o empréstimo é um arrendamento (leasing),Marker set to 'Yes' when the loan is a lease,Marcador definido como 'Sí' cuando el préstamo es un arrendamiento (leasing),,no,,,no,"'Yes' when applicable, otherwise blank",
fxsl_bop,STRING,Marcador definido como 'Sim' quando o empréstimo é uma linha de swap cambial ou empréstimo de balanço de pagamentos,Marker set to 'Yes' when the loan is a foreign-exchange swap line or balance-of-payments loan,Marcador definido como 'Sí' cuando el préstamo es una línea de swap cambiario o préstamo de balanza de pagos,,no,,,no,Foreign-exchange swap line / balance-of-payments; 'Yes' when applicable,
cc_irs,STRING,Marcador definido como 'Sim' quando o empréstimo é um swap de taxa de juros entre moedas,Marker set to 'Yes' when the loan is a cross-currency interest-rate swap,Marcador definido como 'Sí' cuando el préstamo es un swap de tasa de interés entre monedas,,no,,,no,Cross-currency interest-rate swap; 'Yes' when applicable,
rcf,STRING,Marcador definido como 'Sim' quando o empréstimo é uma linha de crédito rotativo,Marker set to 'Yes' when the loan is a revolving credit facility,Marcador definido como 'Sí' cuando el préstamo es una línea de crédito rotativo,,no,,,no,Revolving credit facility; 'Yes' when applicable,
gcl,STRING,Marcador definido como 'Sim' quando o empréstimo é um empréstimo concessional governamental,Marker set to 'Yes' when the loan is a government concessional loan,Marcador definido como 'Sí' cuando el préstamo es un préstamo concesional gubernamental,,no,,,no,Government concessional loan; 'Yes' when applicable,
pbc,STRING,Marcador definido como 'Sim' quando o empréstimo é um crédito preferencial ao comprador,Marker set to 'Yes' when the loan is a preferential buyer's credit,Marcador definido como 'Sí' cuando el préstamo es un crédito preferencial al comprador,,no,,,no,Preferential buyer's credit; 'Yes' when applicable,
pxf_commodity_prepayment,STRING,Marcador definido como 'Sim' quando o empréstimo é um financiamento pré-exportação ou pré-pagamento de commodities,Marker set to 'Yes' when the loan is a pre-export finance or commodity prepayment,Marcador definido como 'Sí' cuando el préstamo es un financiamiento pre-exportación o prepago de materias primas,,no,,,no,"'Yes' when applicable, otherwise blank",
inter_bank_loan,STRING,Marcador definido como 'Sim' quando o empréstimo é um empréstimo interbancário,Marker set to 'Yes' when the loan is an inter-bank loan,Marcador definido como 'Sí' cuando el préstamo es un préstamo interbancario,,no,,,no,"'Yes' when applicable, otherwise blank",
overseas_project_contracting_loan,STRING,Marcador definido como 'Sim' quando o empréstimo é um empréstimo para contratação de projeto no exterior,Marker set to 'Yes' when the loan is an overseas project contracting loan,Marcador definido como 'Sí' cuando el préstamo es un préstamo para contratación de proyecto en el exterior,,no,,,no,"'Yes' when applicable, otherwise blank",
dpa,STRING,Marcador definido como 'Sim' quando o empréstimo é um acordo de pagamento diferido,Marker set to 'Yes' when the loan is a deferred payment agreement,Marcador definido como 'Sí' cuando el préstamo es un acuerdo de pago diferido,,no,,,no,Deferred payment agreement; 'Yes' when applicable,
project_finance,STRING,Marcador definido como 'Sim' quando o empréstimo é um arranjo de project finance,Marker set to 'Yes' when the loan is a project finance arrangement,Marcador definido como 'Sí' cuando el préstamo es un arreglo de project finance,,no,,,no,"'Yes' when applicable, otherwise blank",
involving_multilateral,STRING,Marcador definido como 'Sim' quando há envolvimento de instituição multilateral,Marker set to 'Yes' when a multilateral institution is involved,Marcador definido como 'Sí' cuando participa una institución multilateral,,no,,,no,"'Yes' when applicable, otherwise blank",
non_chinese_financier,STRING,Se há envolvimento de financiador não chinês (Sim/Não),Whether a non-Chinese financier is involved (Yes/No),Si participa un financiador no chino (Sí/No),,no,,,no,,
short_term,STRING,Marcador definido como 'Sim' quando o empréstimo é de curto prazo (vencimento inferior a um ano),Marker set to 'Yes' when the loan is short-term (maturity under one year),Marcador definido como 'Sí' cuando el préstamo es de corto plazo (vencimiento inferior a un año),,no,,,no,"'Yes' when applicable, otherwise blank",
rescue,STRING,Marcador definido como 'Sim' quando o empréstimo é um empréstimo de resgate emergencial,Marker set to 'Yes' when the loan is an emergency rescue loan,Marcador definido como 'Sí' cuando el préstamo es un préstamo de rescate de emergencia,,no,,,no,"'Yes' when applicable, otherwise blank",
jv_spv_host_government_ownership,STRING,Nível de propriedade do governo anfitrião na JV/SPE do projeto,Host government ownership level of the project JV/SPV,Nivel de propiedad del gobierno anfitrión en la JV/SPV del proyecto,,no,,,no,,
jv_spv_chinese_government_ownership,STRING,Nível de propriedade do governo chinês na JV/SPE do projeto,Chinese government ownership level of the project JV/SPV,Nivel de propiedad del gobierno chino en la JV/SPV del proyecto,,no,,,no,,
level_public_liability,STRING,Nível de responsabilidade pública associado à dívida,Level of public liability attached to the debt,Nivel de responsabilidad pública asociado a la deuda,,no,,,no,,
total_source_count,INT64,Número total de fontes que sustentam o registro,Total number of sources supporting the record,Número total de fuentes que respaldan el registro,,no,,,no,Count of sources,
official_source_count,INT64,Número de fontes oficiais que sustentam o registro,Number of official sources supporting the record,Número de fuentes oficiales que respaldan el registro,,no,,,no,Count of official sources,
source_urls,STRING,URLs das fontes que sustentam o registro,URLs of the sources supporting the record,URLs de las fuentes que respaldan el registro,,no,,,no,Pipe-delimited,
source_titles,STRING,Títulos das fontes que sustentam o registro,Titles of the sources supporting the record,Títulos de las fuentes que respaldan el registro,,no,,,no,Pipe-delimited,
source_publishers,STRING,Editores das fontes que sustentam o registro,Publishers of the sources supporting the record,Editores de las fuentes que respaldan el registro,,no,,,no,Pipe-delimited,
source_resource_types,STRING,Tipos de recurso das fontes que sustentam o registro,Resource types of the sources supporting the record,Tipos de recurso de las fuentes que respaldan el registro,,no,,,no,Pipe-delimited,
contact_name,STRING,Nome da pessoa de contato associada ao projeto/atividade,Name of the contact person associated with the project/activity,Nombre de la persona de contacto asociada al proyecto/actividad,,no,,,no,Public officials named in public sources,
contact_position,STRING,Cargo da pessoa de contato associada ao projeto/atividade,Position of the contact person associated with the project/activity,Cargo de la persona de contacto asociada al proyecto/actividad,,no,,,no,,
oda_eligible_recipient,STRING,Se o país receptor é elegível para AOD (Sim/Não),Whether the recipient country is ODA-eligible (Yes/No),Si el país receptor es elegible para AOD (Sí/No),,no,,,no,,
oecd_oda_income_group,STRING,Grupo de renda OCDE-CAD do país receptor,OECD-DAC income group of the recipient country,Grupo de ingresos OCDE-CAD del país receptor,,no,,,no,,
location_narrative,STRING,Descrição narrativa da localização do projeto/atividade,Narrative description of the project/activity location,Descripción narrativa de la ubicación del proyecto/actividad,,no,,,no,,
geographic_precision_available,STRING,Melhor precisão geográfica disponível para o projeto/atividade,Best geographic precision available for the project/activity,Mejor precisión geográfica disponible para el proyecto/actividad,,no,,,no,"Precise, Admin Level, or Within 5km",
adm1_level_available,STRING,Se há dados de localização em nível ADM1 disponíveis (Sim/Não),Whether ADM1-level location data are available (Yes/No),Si hay datos de ubicación a nivel ADM1 disponibles (Sí/No),,no,,,no,,
adm2_level_available,STRING,Se há dados de localização em nível ADM2 disponíveis (Sim/Não),Whether ADM2-level location data are available (Yes/No),Si hay datos de ubicación a nivel ADM2 disponibles (Sí/No),,no,,,no,,
geospatial_feature_available,STRING,Marcador definido como 'Sim' quando há feição geoespacial disponível,Marker set to 'Yes' when a geospatial feature is available,Marcador definido como 'Sí' cuando hay un elemento geoespacial disponible,,no,,,no,"'Yes' when applicable, otherwise blank",
source_quality_score,INT64,"Pontuação de qualidade das fontes da AidData, de 1 a 5","AidData source-quality score, from 1 to 5","Puntuación de calidad de las fuentes de AidData, de 1 a 5",,no,,,no,Ordinal score from 1 (lowest) to 5 (highest),
data_completeness_score,INT64,"Pontuação de completude dos dados da AidData, de 1 a 5","AidData data-completeness score, from 1 to 5","Puntuación de completitud de los datos de AidData, de 1 a 5",,no,,,no,Ordinal score from 1 (lowest) to 5 (highest),
implementation_detail_score,INT64,"Pontuação de detalhamento da implementação da AidData, de 1 a 5","AidData implementation-detail score, from 1 to 5","Puntuación de detalle de implementación de AidData, de 1 a 5",,no,,,no,Ordinal score from 1 (lowest) to 5 (highest),
